user_id,item_18154,item_27769,item_6453,item_47239,item_6557,item_13201,item_79785,item_67012,item_16798,item_2649,item_26663,item_31852,item_71463,item_82962,item_29964,item_58379,item_55080,item_85470,item_44838,item_94019,item_42375,item_73848,item_46658,item_24690,item_44580,item_81206,item_90598,item_16111,item_20066,item_51341,item_66219,item_63336,item_55103,item_78408,item_50786,item_23106,item_51576,item_17602,item_16359,item_35508,item_84452,item_41330,item_5931,item_62344,item_4752,item_58398,item_32805,item_47530,item_15051,item_42378,item_61135,item_75776,item_35983,item_47612,item_80552,item_2173,item_39238,item_75516,item_36967,item_36878,item_82177,item_51664,item_28867,item_37966,item_41888,item_9115,item_9390,item_21333,item_11624,item_59952,item_13193,item_25125,item_55990,item_90364,item_4403,groupId
user_69070,71,27,83,23,91,24,25,44,78,82,74,28,66,92,79,7,2,65,62,88,67,95,51,29,2,34,46,62,57,97,13,48,4,71,32,59,39,62,29,22,82,77,51,57,71,94,13,36,97,58,85,99,88,46,53,3,24,38,13,60,50,9,41,88,41,10,36,28,18,72,63,50,93,12,25,5480
user_23127,59,90,76,20,37,50,28,1,22,43,6,92,60,41,21,1,100,64,59,39,5,35,65,70,53,98,79,12,7,41,97,38,91,69,22,32,96,3,23,44,88,83,81,63,96,3,80,3,62,52,54,63,25,73,75,64,48,86,67,40,75,40,67,95,44,58,85,81,20,18,49,8,65,34,29,5480
user_58826,29,44,77,98,10,78,67,42,16,21,98,90,15,56,76,3,39,86,38,38,87,13,95,88,95,97,57,7,5,34,56,37,79,51,13,20,51,1,79,97,78,30,70,65,79,100,30,8,80,46,12,86,2,65,33,55,69,30,74,92,29,17,1,16,45,49,14,2,22,63,15,20,95,71,16,5481
user_82243,78,69,85,90,35,91,13,50,88,94,14,65,50,51,47,93,26,60,79,6,53,38,33,31,73,29,44,62,75,61,7,33,5,73,93,28,47,34,72,26,50,14,80,63,60,41,81,63,44,5,30,63,15,32,75,40,22,86,26,50,19,42,51,85,43,25,41,54,15,19,79,86,54,73,11,5481
user_61708,2,37,38,17,80,50,88,45,25,63,93,50,20,59,34,64,68,48,59,27,36,35,46,14,5,65,53,8,91,51,16,18,6,5,74,20,20,69,4,50,66,98,19,24,52,21,41,97,79,84,25,19,8,70,78,25,40,82,61,99,35,100,85,84,56,19,65,63,16,17,71,67,76,67,54,5481
user_6052,6,37,16,50,66,67,32,80,57,36,85,4,87,95,39,22,100,94,86,55,37,7,60,14,26,84,43,68,61,56,52,33,11,19,12,45,51,46,96,97,5,56,3,16,49,67,7,70,82,54,7,65,60,43,6,65,25,31,16,2,52,75,36,46,1,72,60,3,82,100,82,49,56,95,12,5481
user_91845,68,53,1,100,41,84,90,99,59,10,49,34,98,12,26,35,72,42,2,96,9,59,82,73,57,98,51,44,55,52,28,15,74,37,74,38,8,98,15,11,25,29,62,26,2,67,57,22,33,27,59,21,73,1,45,46,5,10,16,66,22,23,92,24,94,43,78,97,59,54,60,33,2,11,69,5482
user_7753,37,16,66,22,68,64,78,52,25,87,95,36,77,64,61,44,41,64,66,31,67,49,40,66,82,5,39,91,98,61,51,42,15,61,62,33,45,29,69,94,3,99,69,32,73,90,37,88,40,64,87,47,39,70,80,4,38,86,83,10,26,65,30,32,75,64,13,86,93,32,79,59,86,94,100,5482
user_90722,76,47,99,39,41,100,53,30,71,73,94,22,83,37,59,33,23,6,13,1,74,84,8,18,29,83,23,6,70,72,96,27,89,63,81,69,19,25,51,23,90,10,60,80,57,98,73,15,8,53,99,28,23,43,50,90,34,86,81,65,32,3,14,43,53,40,24,93,88,49,16,85,28,52,49,5482
user_95680,39,64,67,99,30,39,9,18,1,26,81,98,31,67,69,49,56,18,34,33,10,38,92,34,1,6,35,95,84,76,3,89,73,97,91,97,81,63,25,73,94,73,3,43,68,75,52,2,99,25,47,97,57,93,37,27,84,77,62,94,59,53,88,64,72,47,88,74,82,2,24,26,46,98,55,5482
user_2711,14,30,34,48,54,32,74,87,13,5,37,60,63,27,28,40,15,14,4,95,83,84,86,27,63,38,100,60,36,71,61,22,20,68,39,40,53,60,25,1,56,81,50,98,100,27,95,50,78,34,11,22,73,76,79,63,88,35,50,44,33,52,47,44,64,76,52,32,84,87,89,73,30,84,49,5483
user_74337,46,34,37,50,40,34,77,30,41,97,80,74,67,66,52,42,45,78,15,1,56,73,36,89,77,31,91,62,66,79,49,75,67,31,69,2,21,26,55,24,80,66,100,87,3,91,28,61,6,20,68,55,71,30,90,90,15,99,75,10,19,34,21,92,70,8,74,64,33,58,98,39,71,52,75,5483
user_96984,20,50,25,85,24,20,37,17,27,81,93,10,4,80,35,29,74,60,86,41,50,28,18,39,54,13,13,40,65,6,61,76,27,54,48,80,14,96,56,76,85,78,40,99,90,25,51,44,18,50,26,7,47,57,9,26,87,37,59,42,64,95,19,54,97,20,95,11,72,92,73,20,64,28,91,5483
user_25391,4,93,73,9,56,44,97,17,9,98,7,49,50,69,90,86,63,21,24,13,10,5,13,34,20,42,57,69,18,18,1,21,95,61,70,87,20,93,12,71,74,55,32,54,44,76,62,84,4,100,77,17,61,79,6,88,58,95,37,10,83,95,2,6,37,60,16,23,70,97,91,73,69,51,53,5483
user_58984,6,40,86,48,43,45,58,84,29,48,28,68,48,10,97,23,24,16,61,86,77,12,24,1,78,27,4,7,47,63,69,4,19,47,43,65,10,38,86,68,88,91,40,96,55,45,23,64,15,29,22,56,70,32,66,40,24,87,94,92,67,19,86,22,41,67,89,42,24,10,96,44,98,63,59,5484
user_97064,98,41,56,27,31,43,81,11,15,64,81,75,43,61,45,97,94,19,65,17,69,49,92,71,53,4,68,29,43,38,70,20,40,44,30,52,70,30,58,4,54,78,73,71,61,2,63,14,37,9,9,89,42,78,69,43,8,93,96,48,16,37,83,8,15,83,15,4,62,97,5,98,59,26,32,5484
user_29655,51,81,29,57,75,95,19,80,96,60,70,77,82,6,47,59,83,84,76,1,17,55,89,78,82,37,12,5,51,28,49,66,89,21,63,82,36,20,44,11,77,37,68,67,36,20,77,66,8,43,2,89,61,40,67,71,74,5,23,41,53,58,24,10,1,63,3,90,97,44,21,2,20,70,79,5484
user_93553,75,63,49,31,37,8,99,81,54,72,18,1,75,57,100,57,72,21,78,31,15,34,7,90,41,92,6,60,87,52,72,42,6,69,11,22,95,9,9,65,51,17,64,79,100,81,12,54,49,78,55,61,84,9,32,79,71,51,98,58,6,16,70,55,92,5,89,3,58,23,49,6,38,35,95,5484
user_96937,51,51,52,77,98,71,85,28,81,88,58,9,54,90,73,31,63,3,62,95,29,32,95,50,35,55,55,16,30,74,25,14,46,18,87,74,66,55,21,57,29,82,64,92,97,21,12,69,40,16,76,73,28,11,23,73,12,77,57,68,36,49,22,22,76,5,18,50,77,19,64,17,56,76,66,5485
user_77886,4,92,28,62,1,55,81,65,56,11,52,56,42,79,38,68,42,65,1,82,12,80,80,46,76,49,57,56,6,68,80,91,16,71,3,66,60,80,27,31,46,28,81,42,9,10,54,86,21,51,16,95,13,29,96,7,29,20,69,48,88,32,20,19,90,19,89,41,79,4,37,11,1,85,60,5485
user_64233,5,64,60,35,32,11,29,14,35,80,53,45,58,74,13,44,7,79,55,31,90,75,80,11,32,23,33,97,25,89,79,34,66,20,85,32,53,1,36,41,69,4,64,10,11,97,41,84,22,99,84,18,38,67,99,68,38,5,97,86,82,2,18,68,95,9,93,72,27,65,1,32,45,62,33,5485
user_40938,75,3,31,91,52,23,82,7,15,92,84,17,65,49,4,52,76,38,65,88,67,67,2,8,80,69,46,69,24,95,79,76,84,8,99,30,17,73,13,30,16,8,5,24,30,15,14,28,72,35,66,31,85,91,88,63,25,83,28,55,74,27,32,18,62,34,38,35,53,42,85,99,37,35,32,5485
user_91273,54,44,74,51,42,71,86,11,94,36,55,12,1,8,66,48,97,31,47,51,38,28,93,93,19,73,51,24,79,69,82,30,7,94,100,2,72,21,76,60,61,21,72,43,35,20,48,20,61,63,66,57,98,5,93,27,68,91,15,19,41,65,65,55,77,10,12,28,23,95,94,31,97,80,41,5486
user_32929,3,37,92,82,56,28,23,100,12,33,63,82,60,26,81,26,84,20,6,1,34,38,53,39,51,71,99,68,74,48,72,65,70,62,81,80,39,44,76,54,67,31,26,95,55,14,30,10,34,33,51,44,29,87,5,43,29,57,77,73,3,46,86,7,15,11,40,28,66,51,7,13,33,39,66,5486
user_73021,71,10,59,82,40,100,94,94,78,13,16,4,28,7,83,98,32,74,10,52,90,40,4,98,86,94,94,15,15,62,85,11,52,66,72,70,89,67,78,91,91,69,55,24,87,2,52,37,21,47,66,75,99,30,78,12,46,5,40,35,92,19,85,1,92,3,83,38,76,43,96,9,86,18,57,5486
user_75035,27,70,39,6,90,73,11,51,14,23,3,44,100,72,10,100,30,73,37,94,14,57,29,61,90,42,52,51,39,16,31,13,3,67,88,70,77,67,54,3,63,17,42,76,100,29,57,35,62,64,9,48,86,97,12,2,11,81,36,34,70,52,94,10,95,57,46,15,16,74,54,80,16,40,1,5486
user_31745,80,11,26,60,61,17,75,91,62,64,67,42,53,56,42,9,27,24,93,46,83,18,64,46,92,18,43,18,84,50,77,22,72,76,46,85,7,34,56,77,6,54,10,27,52,1,40,50,14,43,20,73,76,71,98,72,34,77,89,65,85,28,7,63,84,58,46,6,70,14,43,85,9,33,70,5487
user_52925,52,43,90,40,51,100,19,18,31,1,90,13,19,28,71,73,23,26,93,57,97,76,66,94,54,13,44,8,89,12,24,18,51,14,97,62,93,82,42,23,43,77,10,98,90,19,17,96,46,26,19,18,68,33,66,65,66,91,74,40,67,63,22,59,41,72,57,10,44,21,92,20,46,3,33,5487
user_64991,72,86,28,100,95,47,73,77,71,45,42,84,59,16,47,36,83,72,44,38,13,60,78,66,37,39,37,32,25,82,38,96,5,20,54,2,64,16,88,88,50,48,29,87,36,45,21,34,86,23,58,5,88,47,79,82,99,35,65,86,27,71,26,9,26,68,79,90,60,26,30,2,96,53,96,5487
user_95252,82,21,59,77,20,75,15,79,48,14,67,12,86,74,65,57,68,9,60,69,13,37,53,1,70,53,12,42,22,12,82,46,52,36,4,73,81,16,74,81,99,20,18,54,66,4,30,47,53,82,83,62,54,71,75,17,65,87,11,60,16,42,4,68,34,72,27,84,90,46,39,33,17,28,53,5487
user_71182,88,85,11,31,87,89,4,77,71,90,52,21,11,21,57,14,98,42,90,16,3,2,86,31,100,68,9,58,4,70,93,97,23,13,60,16,97,36,48,95,71,23,94,84,49,19,66,80,59,82,79,13,70,94,32,54,72,17,68,100,72,40,100,77,44,39,64,43,74,72,68,30,88,41,9,5488
user_78901,39,69,23,73,5,74,28,55,61,76,11,37,51,46,6,91,75,84,72,80,33,51,100,4,14,53,87,27,72,52,7,91,16,26,98,29,97,27,49,65,1,13,13,46,30,1,75,9,50,27,57,33,53,19,17,46,6,85,84,35,43,99,78,76,62,39,26,19,53,91,40,7,25,29,77,5488
user_58130,42,24,93,5,3,20,29,95,36,57,66,66,94,61,95,43,79,62,86,93,96,35,63,73,72,73,98,87,71,49,25,47,28,14,60,23,74,56,25,11,66,77,91,54,24,34,93,61,51,53,31,72,87,64,46,61,85,59,15,92,43,34,74,66,65,64,83,26,60,26,22,86,27,84,60,5488
user_47768,74,80,36,51,66,87,54,1,67,62,55,13,74,46,16,48,9,76,72,38,74,33,17,29,45,86,11,98,29,20,83,100,88,41,91,68,6,86,7,2,43,18,40,38,48,1,54,81,77,33,43,87,18,63,22,49,59,84,32,25,95,94,28,83,51,100,75,10,18,54,62,58,87,52,75,5488
user_64851,8,48,98,46,1,1,4,43,37,55,61,33,37,39,4,84,91,84,34,20,68,2,94,77,42,14,95,61,66,32,64,4,100,52,31,10,85,16,29,47,46,36,70,59,43,42,31,37,23,94,7,52,27,34,100,26,85,61,88,38,20,38,96,85,51,4,74,73,77,11,87,43,91,79,27,5489
user_55706,64,44,57,59,10,87,59,2,22,94,74,68,24,89,20,30,7,13,87,47,87,21,51,30,26,94,68,15,31,60,78,11,14,17,39,87,55,49,37,59,35,2,69,32,10,55,37,29,40,17,79,34,27,17,72,95,6,98,91,29,33,78,36,1,4,29,12,64,59,3,55,98,81,42,20,5489
user_25269,56,50,92,42,62,58,58,67,81,56,9,47,11,32,21,38,70,40,8,82,52,26,44,34,16,80,61,73,77,39,82,78,92,60,58,77,56,72,59,100,96,25,44,43,3,10,4,72,42,13,41,72,53,97,30,85,77,86,72,2,18,72,2,88,75,78,67,18,36,5,95,70,24,70,51,5489
user_81028,88,1,73,95,100,96,86,85,9,94,32,64,100,47,53,63,64,79,84,38,89,72,5,74,28,65,100,60,61,58,53,61,31,88,19,21,21,41,6,41,23,40,86,38,60,68,31,4,24,4,24,52,66,20,68,13,52,78,59,80,18,80,90,20,17,57,39,70,81,67,79,87,51,51,73,5489
user_94472,10,52,88,34,51,97,56,87,47,96,11,42,79,33,66,71,87,12,6,15,48,97,8,62,2,93,38,73,87,66,90,26,10,60,3,34,73,89,56,75,39,48,79,28,32,39,64,44,12,97,9,60,86,37,44,58,93,12,81,69,23,82,61,3,78,49,62,75,72,83,72,1,13,1,15,5490
user_43705,86,83,36,75,36,15,54,30,81,71,70,4,97,18,27,7,45,97,39,90,42,80,19,85,77,79,59,53,58,59,89,38,65,3,67,16,1,67,44,48,93,92,23,59,57,100,100,93,47,8,95,10,46,2,18,72,16,34,99,33,10,1,57,7,78,86,7,89,3,37,91,31,34,7,84,5490
user_42665,32,27,80,88,21,82,84,16,30,1,95,62,93,33,39,69,67,65,51,80,77,38,17,38,11,74,11,38,40,3,96,88,7,100,79,41,19,16,87,77,28,47,78,28,14,33,3,87,16,41,54,4,65,4,65,37,15,25,47,79,64,96,36,21,51,85,9,72,100,57,77,88,9,24,10,5490
user_92394,80,41,59,62,54,80,51,5,56,32,11,16,51,51,41,88,92,91,37,19,90,75,63,76,78,66,29,66,14,20,95,53,41,43,26,15,89,29,100,56,87,35,16,20,91,48,83,69,59,43,26,47,47,34,46,11,99,51,13,83,21,40,59,12,56,48,20,11,46,73,43,16,80,3,18,5490
user_40446,60,23,72,17,23,92,61,40,42,35,25,95,54,42,42,70,93,1,82,76,18,93,94,70,66,62,63,91,13,8,53,80,57,1,52,21,53,92,23,38,77,20,66,93,92,61,49,33,49,66,45,83,9,88,100,86,83,32,94,15,60,94,7,100,51,10,80,14,87,4,31,4,39,87,50,5491
user_77706,77,29,60,87,91,35,94,86,6,25,14,14,62,76,46,40,56,89,92,17,65,81,37,97,19,69,57,28,83,97,98,22,74,94,29,35,36,48,42,55,12,94,67,43,98,21,12,16,50,82,63,90,7,26,63,64,23,9,34,84,7,43,31,31,9,94,82,68,100,8,93,66,60,6,37,5491
user_55080,42,6,67,30,93,18,28,34,89,100,57,51,43,61,81,31,59,40,99,67,10,48,24,23,82,35,13,49,28,62,13,75,57,46,97,65,5,52,19,41,40,7,44,57,5,57,85,35,19,75,27,59,95,91,70,45,86,38,78,38,99,82,78,54,32,27,24,92,77,37,45,85,97,76,25,5491
user_89154,55,63,70,65,24,38,7,30,92,89,52,51,27,78,38,84,14,70,6,29,34,35,46,97,40,1,70,52,86,79,72,100,71,29,27,82,5,46,70,63,27,10,68,95,34,86,11,32,10,50,44,44,16,31,69,85,87,72,53,62,91,42,87,63,54,20,55,46,11,7,11,48,80,12,9,5491
user_14951,53,82,50,16,34,76,74,43,18,43,95,95,13,42,91,71,66,81,19,58,79,6,91,93,22,77,56,100,75,28,55,20,76,34,86,21,82,94,91,91,80,94,44,33,35,29,96,64,22,1,56,86,1,16,91,37,33,78,18,78,53,54,74,70,48,85,72,87,47,82,25,22,94,22,51,5492
user_71810,45,18,61,1,96,7,97,85,98,76,65,45,80,21,37,72,88,71,34,7,50,60,14,26,83,52,30,89,47,65,60,48,99,36,91,1,90,96,26,87,47,33,52,66,86,51,35,30,51,35,81,38,51,40,2,95,40,65,14,23,80,61,95,64,88,31,20,70,76,35,46,25,22,50,59,5492
user_69161,1,57,92,62,94,62,17,84,92,60,31,4,40,8,88,65,99,26,52,53,11,82,30,62,8,60,36,87,94,33,12,71,55,27,24,79,63,99,71,1,48,67,88,17,20,99,49,63,97,2,23,5,73,25,61,75,86,32,90,81,60,10,42,37,52,12,11,57,79,13,8,36,95,32,85,5492
user_36009,18,61,3,66,70,33,26,70,15,69,1,45,53,28,45,32,38,69,7,4,9,37,29,88,55,2,79,51,56,75,58,27,9,37,72,1,38,31,18,42,98,13,38,51,10,51,87,77,71,60,6,18,85,3,11,93,87,2,22,17,34,72,7,54,96,2,55,90,89,58,94,25,11,33,12,5492
user_48714,48,64,59,9,24,29,98,56,51,23,3,29,92,40,99,90,89,78,28,53,54,3,34,81,55,58,89,52,23,21,83,82,81,85,57,8,22,1,34,32,29,82,59,17,95,15,54,46,98,33,86,42,47,5,2,71,44,74,48,65,30,91,88,62,69,21,6,98,24,24,33,11,54,66,37,5493
user_72567,13,99,7,32,49,69,43,80,51,4,56,42,13,30,94,69,32,22,13,18,75,21,33,5,6,58,33,80,53,94,47,44,41,26,88,75,89,67,36,29,63,55,94,38,41,80,81,8,10,64,88,8,56,81,84,46,63,37,46,37,39,13,39,91,62,65,51,67,66,96,54,13,30,19,46,5493
user_32600,60,58,93,74,67,86,44,85,49,57,2,78,80,51,4,84,17,48,85,8,35,24,86,34,69,75,61,48,15,52,41,99,36,87,75,62,84,5,96,67,14,74,94,66,86,64,35,60,8,42,67,2,35,1,89,96,40,32,35,44,29,67,25,34,78,33,47,23,100,42,57,32,34,44,38,5493
user_34448,87,94,85,47,97,80,15,3,56,89,2,76,75,37,14,2,30,47,53,59,40,60,18,73,18,98,31,81,1,58,25,51,83,48,57,85,59,83,65,1,64,40,44,25,73,47,12,92,94,51,19,54,67,84,43,40,11,75,40,38,85,5,94,31,45,20,45,7,4,4,48,35,24,97,7,5493
user_20661,36,65,94,65,1,49,78,60,54,25,63,25,61,41,38,45,11,65,1,29,19,3,78,48,26,99,16,68,66,42,27,30,84,41,23,87,77,39,8,21,57,83,62,63,63,68,40,65,23,19,97,44,11,100,55,85,89,29,85,23,63,13,48,12,60,16,76,30,94,4,16,55,69,50,68,5494
user_22408,51,3,23,12,87,2,43,11,45,25,69,91,69,28,52,15,45,34,58,28,50,51,2,68,52,32,3,76,100,83,14,50,89,12,67,73,76,85,2,7,62,51,92,35,95,71,77,26,97,35,12,6,72,85,7,28,43,36,21,42,62,46,38,34,73,75,88,8,2,14,19,8,11,50,92,5494
user_8508,2,26,43,48,57,47,4,16,27,34,8,90,17,25,77,97,65,66,15,97,93,41,93,29,81,89,32,67,19,11,55,53,7,37,10,70,1,57,75,45,2,60,17,81,44,49,70,100,17,10,6,96,67,77,73,53,88,21,10,41,41,36,59,69,72,78,86,36,84,27,3,87,97,95,9,5494
user_46472,67,93,83,24,58,35,34,7,89,58,12,30,65,47,76,43,92,23,2,93,78,78,32,62,89,13,66,72,58,44,94,42,56,25,43,79,76,30,51,46,25,100,96,58,15,33,19,99,23,92,12,66,43,4,72,21,38,5,97,66,34,14,37,96,66,89,65,19,19,98,99,34,4,23,21,5494
user_70370,57,49,34,13,7,94,38,8,83,25,57,98,63,82,34,58,18,96,47,62,31,57,6,7,5,43,2,66,58,78,38,52,85,25,11,39,29,31,87,79,24,6,60,76,83,66,77,75,63,20,56,79,88,58,86,31,97,39,84,19,16,1,89,26,42,4,7,95,47,92,6,73,40,59,67,5495
user_84254,23,8,87,25,67,2,44,73,40,32,53,22,21,32,73,11,32,79,51,1,22,91,52,54,30,18,97,92,25,41,9,3,18,83,23,100,83,82,91,97,39,42,83,82,74,6,42,72,66,77,62,90,95,25,4,7,14,79,23,78,2,6,9,87,38,62,92,55,52,86,83,33,29,60,70,5495
user_39946,8,95,91,19,64,93,24,47,20,71,97,60,14,34,100,39,34,28,49,89,56,100,13,11,29,35,3,55,8,36,44,81,24,91,57,33,63,5,48,72,36,52,56,61,30,25,25,1,54,8,64,41,10,45,12,93,5,85,26,16,64,28,41,84,29,92,60,65,50,80,86,35,23,55,57,5495
user_74406,36,42,23,34,32,99,39,66,41,89,83,89,75,65,31,88,68,72,50,57,94,41,40,24,40,65,20,92,51,100,76,1,31,56,73,53,1,29,59,31,91,93,25,15,16,50,59,21,45,16,37,90,98,27,36,65,49,16,88,62,39,58,7,41,19,3,52,14,52,16,50,31,4,90,79,5495
user_32705,68,57,45,12,50,81,56,97,4,27,27,79,67,100,38,23,23,67,45,90,31,78,97,46,13,46,50,2,29,30,30,80,15,20,89,98,13,72,46,51,17,79,88,18,14,77,45,57,2,51,79,68,53,82,15,94,28,38,48,34,34,98,86,12,30,36,8,81,14,77,17,7,42,7,29,5496
user_49874,9,10,95,45,32,37,58,24,18,25,60,16,37,97,16,62,40,29,5,73,24,34,60,46,22,84,9,19,57,5,69,6,83,9,61,83,57,93,74,24,28,99,21,43,20,10,10,47,8,44,99,33,6,51,58,10,17,85,100,24,5,62,97,11,24,92,77,23,58,68,6,32,70,2,98,5496
user_25345,39,99,57,16,60,59,83,11,15,63,76,20,93,56,92,30,4,30,28,83,62,83,60,36,36,23,37,12,69,23,78,63,86,88,87,85,23,6,23,17,91,83,2,91,68,90,84,80,68,14,27,10,82,29,81,29,59,22,89,29,46,58,6,60,96,42,80,42,19,97,100,17,51,94,69,5496
user_3867,25,81,79,39,8,42,7,33,19,35,22,55,59,17,6,45,16,13,97,49,46,35,9,16,3,13,48,75,5,51,3,19,9,23,32,17,4,4,49,12,81,18,53,79,7,91,42,94,6,5,59,39,17,15,78,92,32,47,31,47,47,45,42,59,91,40,87,35,74,1,71,33,50,83,40,5496
user_24547,47,99,49,26,22,30,94,31,40,83,54,5,61,61,5,29,15,94,49,18,17,19,71,71,65,61,97,35,50,18,73,63,50,85,7,17,14,6,3,13,59,89,14,3,70,35,92,3,44,48,44,20,40,28,100,87,67,100,63,31,14,80,61,61,42,33,95,70,43,61,39,43,55,63,45,5497
user_75784,80,13,5,62,41,5,14,55,68,65,10,99,81,69,96,74,96,100,85,35,49,33,38,41,64,95,92,42,20,100,25,5,82,11,89,7,97,100,76,21,73,69,95,8,44,3,96,58,15,56,44,10,96,85,58,56,69,43,73,44,34,4,7,29,92,77,35,4,94,94,20,29,21,12,96,5497
user_47739,13,68,8,8,62,75,88,15,49,12,79,99,36,37,78,38,86,15,35,65,42,82,84,6,35,98,79,42,82,76,62,94,85,54,44,17,73,96,86,30,69,56,79,73,23,3,88,2,20,32,38,3,47,66,62,86,7,48,20,68,69,19,50,67,80,78,33,2,40,42,95,33,62,30,57,5497
user_99797,54,91,52,95,43,27,9,40,51,56,57,67,34,88,7,74,73,54,30,60,36,56,68,69,18,86,65,14,50,97,24,89,59,3,87,38,75,97,61,72,57,98,95,57,55,93,75,68,50,52,14,83,10,44,89,54,54,18,34,39,74,6,62,32,57,55,51,21,25,3,63,18,87,81,61,5497
user_74274,84,72,17,99,39,50,3,49,19,32,97,92,75,58,23,100,76,79,4,4,54,76,46,86,36,88,91,4,76,37,99,37,58,76,41,2,29,33,35,18,51,31,43,37,99,24,34,58,46,2,44,2,78,11,37,23,42,71,3,49,83,85,78,63,63,8,14,13,54,3,68,21,90,35,65,5498
user_76341,100,100,50,18,93,95,99,53,70,1,5,88,33,91,69,57,41,24,9,57,84,25,96,57,81,46,10,44,53,6,69,50,24,49,65,1,56,78,77,75,20,5,9,41,63,33,48,86,82,35,30,51,7,59,60,54,75,42,32,95,89,48,28,26,74,71,80,67,8,67,94,24,32,96,58,5498
user_25332,55,90,91,50,46,46,1,26,98,54,34,88,98,53,70,68,8,76,24,97,41,61,85,72,43,27,48,12,8,6,29,96,77,13,40,15,12,46,99,43,67,69,1,94,71,89,12,42,53,44,24,21,53,50,78,2,28,21,72,90,80,40,1,39,94,46,6,15,26,88,75,11,56,85,17,5498
user_70033,36,53,89,88,100,93,100,57,85,79,51,95,95,67,2,100,33,29,87,67,6,1,60,60,95,14,14,48,99,98,67,70,36,86,21,58,71,72,35,76,64,13,86,80,23,92,54,84,60,91,11,41,54,18,97,100,28,44,96,78,93,26,30,70,1,99,89,11,67,3,83,79,65,76,89,5498
user_93404,67,77,12,49,4,28,73,92,54,100,78,83,60,86,53,68,2,24,14,79,52,42,75,78,69,10,65,14,4,97,15,69,35,7,100,87,88,59,9,53,28,35,81,67,89,64,11,85,40,28,7,95,22,74,2,67,41,28,13,42,91,37,91,50,10,87,77,42,42,2,37,73,47,53,48,5499
user_9508,56,90,89,91,19,78,93,37,58,66,33,18,13,95,45,43,87,12,43,30,17,88,42,56,27,73,10,78,1,85,59,50,31,78,43,25,78,49,76,81,35,95,28,95,51,59,1,45,75,31,45,70,83,16,75,100,63,86,31,40,20,12,26,4,63,48,95,39,74,89,62,56,4,22,89,5499
user_4660,13,26,60,3,38,1,30,71,1,76,97,32,59,63,96,26,78,69,16,36,59,22,77,11,91,42,46,71,19,49,51,47,13,99,82,91,86,66,58,80,7,89,68,91,76,67,5,78,94,29,75,73,82,18,100,79,63,14,18,97,84,33,84,87,28,65,88,70,1,4,70,95,36,27,63,5499
user_13377,97,9,76,51,55,29,71,13,43,10,84,69,60,19,27,66,32,64,53,89,5,28,8,16,4,98,17,100,4,81,45,24,99,64,54,76,87,15,74,76,6,59,53,28,9,73,47,15,58,73,42,71,100,61,9,68,44,49,22,82,68,94,62,50,18,22,88,32,93,55,82,44,87,92,58,5499
user_75994,48,78,16,74,63,49,80,63,8,84,69,67,43,83,64,84,63,86,61,50,71,30,56,43,74,45,28,66,60,43,49,8,5,44,53,93,36,88,76,80,17,47,35,51,50,34,41,60,28,48,56,52,87,92,5,62,45,66,92,53,50,95,80,24,32,71,21,95,34,48,25,56,67,52,39,5500
user_6999,42,61,28,34,1,5,44,44,75,30,85,62,3,49,23,4,5,47,87,45,14,51,100,28,83,44,35,66,74,44,30,82,76,94,37,69,86,77,37,93,36,98,33,25,43,60,34,40,18,75,99,71,86,48,54,48,57,30,61,62,36,16,71,55,22,74,59,77,19,63,14,73,54,39,50,5500
user_56452,26,76,4,68,95,11,2,80,39,90,81,8,20,66,39,47,55,10,35,54,100,81,96,98,9,25,30,67,77,84,18,55,14,16,26,61,93,3,75,96,17,80,79,1,9,74,25,88,78,97,52,94,5,40,9,31,15,24,60,82,59,98,43,93,86,6,21,5,93,72,29,9,96,53,61,5500
user_31490,96,25,61,83,49,61,85,29,16,49,27,65,42,19,25,92,45,41,37,59,90,28,54,62,96,14,92,59,88,61,77,73,99,10,70,58,57,60,52,27,40,48,27,11,51,70,87,36,64,46,19,88,55,58,30,59,41,81,30,2,41,34,89,5,2,65,71,41,42,96,70,92,15,27,92,5500
user_95428,60,19,29,1,41,8,57,16,44,81,19,93,71,36,22,49,37,62,83,92,94,63,83,26,91,15,41,11,93,66,35,86,99,39,86,97,78,75,47,58,38,41,78,81,8,54,3,97,40,28,27,67,44,87,86,20,99,74,56,47,26,75,41,30,34,94,91,81,39,26,24,82,46,54,69,5501
user_44836,12,54,97,23,33,84,70,91,79,48,41,86,48,48,77,91,79,38,47,88,22,71,21,23,46,98,50,25,44,63,39,34,46,2,77,59,54,13,86,75,70,95,23,45,18,4,26,5,1,89,16,99,65,60,87,31,100,40,83,64,32,53,99,77,70,43,36,4,81,100,10,4,7,76,38,5501
user_14115,32,68,39,45,36,95,100,18,28,41,20,54,97,15,63,46,82,100,73,37,19,13,16,95,73,82,31,92,62,38,7,42,55,68,64,68,41,40,20,78,49,9,91,27,31,40,91,63,8,77,81,47,4,63,5,34,43,69,79,30,55,63,57,10,33,69,65,31,13,59,68,91,47,10,7,5501
user_63087,2,95,63,50,98,44,49,86,12,14,94,100,25,70,22,29,66,55,16,31,5,26,32,27,44,63,39,74,35,11,61,77,7,98,65,98,32,78,75,73,64,5,63,59,33,79,1,21,58,76,97,42,75,17,79,77,19,58,40,66,49,82,67,90,52,34,67,68,28,94,86,69,26,44,20,5501
