user_id,item_21506,item_95975,item_17128,item_15353,item_98107,item_24927,item_10880,item_86912,item_32029,item_42620,item_92785,item_47631,item_87991,item_49406,item_22311,item_25058,item_57669,item_54615,item_72164,item_91571,item_85315,item_18358,item_83047,item_63796,item_91163,item_64794,item_89381,item_42619,item_31406,item_89128,item_46435,item_38612,item_6106,item_46512,item_25043,item_34723,item_29785,item_64950,item_99402,item_49898,item_13441,item_80477,item_81854,item_65030,item_94563,item_85860,item_58878,item_59553,item_5602,item_11579,groupId
user_52167,65,37,52,88,65,89,93,97,12,59,20,10,55,41,81,7,56,54,4,70,42,6,40,51,6,19,89,9,54,14,87,3,67,98,27,100,14,84,64,20,43,14,32,14,46,23,81,22,26,43,4121
user_50283,71,64,56,10,14,6,65,18,60,55,53,88,98,92,27,11,51,4,35,5,45,85,48,80,95,39,75,25,47,93,88,48,61,72,29,82,98,24,92,93,52,12,26,81,13,75,68,55,66,33,4121
user_29306,95,20,89,18,9,50,28,40,4,54,77,24,71,91,4,71,52,100,33,46,80,50,14,45,28,35,87,37,63,66,16,74,8,88,8,23,10,5,93,38,63,30,89,32,100,18,26,34,33,22,4121
user_1283,36,85,74,42,47,77,89,27,66,34,16,38,14,14,18,65,86,35,45,3,56,1,60,25,72,89,100,10,73,96,40,35,38,77,90,54,89,29,46,63,17,49,97,49,97,70,6,54,77,8,4121
user_65786,21,60,29,38,91,76,89,54,55,56,13,21,78,25,39,83,76,94,7,25,32,22,38,12,100,95,92,73,46,87,74,57,91,15,92,40,26,82,73,81,78,78,83,74,45,36,66,38,28,78,4122
user_42271,36,43,55,12,31,24,89,7,54,33,59,49,7,62,43,54,70,81,51,43,58,12,59,12,74,80,12,33,89,71,55,50,3,37,42,80,76,40,56,5,84,93,89,66,77,1,27,67,14,78,4122
user_94290,52,3,62,53,80,34,62,36,47,94,1,75,39,31,15,43,29,71,27,8,62,15,86,29,71,46,51,75,5,75,92,15,15,27,8,72,11,83,6,93,49,93,1,54,24,28,5,80,93,96,4122
user_53610,7,27,70,18,4,48,62,90,92,69,88,16,67,91,26,78,98,35,71,80,33,69,88,100,16,54,3,27,56,14,91,79,20,90,83,49,25,50,43,34,52,27,82,29,15,94,80,59,77,89,4122
user_98426,92,1,98,70,64,7,17,12,26,61,85,76,56,86,88,97,88,94,69,64,71,3,74,32,7,1,42,68,63,89,29,92,42,88,23,91,18,9,87,43,75,46,84,11,46,57,41,50,4,1,4123
user_26120,33,78,8,31,7,78,80,23,61,42,53,91,27,23,85,60,80,24,96,35,78,69,4,86,67,63,13,3,8,1,10,73,38,19,83,99,50,68,18,3,87,29,22,67,98,76,95,52,31,8,4123
user_25272,86,49,38,11,50,21,25,48,87,81,45,49,18,10,97,63,12,15,16,76,81,32,62,22,73,77,17,14,47,79,51,41,51,56,28,21,76,48,46,90,17,60,28,3,55,18,54,100,60,76,4123
user_4965,24,45,44,65,43,69,6,39,19,20,90,88,29,85,21,37,42,21,7,44,94,22,70,52,30,63,44,63,54,7,7,63,20,89,29,84,33,32,92,52,31,86,63,72,94,19,90,85,83,26,4123
user_90783,40,2,35,16,53,6,57,97,97,38,84,39,75,36,46,42,60,83,10,88,23,94,10,14,13,71,39,29,52,18,22,28,23,68,9,52,44,9,10,77,76,67,99,22,85,75,59,86,17,7,4124
user_98317,9,11,63,62,86,51,59,17,68,63,17,66,10,98,60,27,52,80,62,57,19,20,89,99,5,81,96,38,36,47,89,48,82,13,81,39,30,71,25,25,26,18,72,12,48,2,16,42,74,34,4124
user_48395,88,97,63,72,63,47,31,68,62,16,9,99,94,29,76,55,94,86,44,60,17,78,95,79,6,51,77,94,38,52,15,68,35,96,63,27,54,58,99,55,34,87,66,89,70,96,23,11,12,3,4124
user_76515,59,24,68,65,78,18,28,68,99,52,25,61,79,44,24,31,21,43,68,84,80,20,90,23,82,62,88,16,14,56,17,95,59,16,35,81,25,87,55,21,33,76,60,94,61,70,43,93,61,17,4124
user_58581,64,43,64,41,62,94,3,82,100,58,59,69,79,72,96,80,72,85,27,90,57,84,61,8,20,49,33,51,46,15,97,63,82,49,42,45,73,46,73,72,22,99,79,74,13,9,75,64,77,70,4125
user_87147,31,19,89,70,43,31,16,2,5,56,68,10,4,49,19,11,56,52,2,37,70,27,43,100,39,68,59,66,55,60,95,83,36,71,24,48,91,56,40,79,47,59,47,44,39,41,69,68,47,91,4125
user_46697,66,36,20,87,68,9,4,75,12,58,50,98,46,47,17,87,40,13,88,92,39,73,89,61,18,23,7,56,64,4,33,100,23,25,9,26,87,43,6,29,13,95,21,82,55,5,57,17,85,83,4125
user_40901,28,26,84,99,58,13,45,87,93,55,57,11,100,72,32,2,31,35,62,8,94,27,41,55,16,83,48,32,96,30,67,6,88,41,83,9,87,71,21,27,34,9,88,8,5,98,54,69,27,81,4125
user_12753,13,82,76,56,21,3,47,73,5,80,72,53,17,67,1,78,37,18,14,90,98,10,80,12,5,20,99,17,85,85,16,26,26,12,47,26,64,73,93,10,9,11,33,71,84,58,8,41,29,5,4126
user_79478,77,29,21,20,31,23,66,76,41,62,8,95,88,41,7,78,28,33,50,92,4,99,93,86,50,49,34,69,91,37,81,54,30,17,49,33,33,92,20,30,16,29,59,97,25,7,48,48,73,27,4126
user_77469,18,97,31,93,4,94,86,23,95,44,9,80,9,14,75,7,30,88,35,75,79,31,35,16,27,70,73,68,12,99,76,75,11,9,85,68,84,83,25,15,24,41,89,13,3,15,78,4,8,5,4126
user_61736,43,65,72,80,96,9,28,19,23,100,92,27,66,90,24,13,25,97,19,64,30,90,7,71,26,55,46,96,52,61,87,48,16,18,5,31,47,76,55,9,80,9,33,56,48,94,53,54,63,13,4126
user_81840,87,66,16,81,45,10,60,5,4,94,83,2,13,47,39,17,74,75,40,97,13,29,14,50,32,13,25,68,100,24,70,66,68,21,54,72,55,70,94,32,87,93,8,28,58,86,9,26,69,87,4127
user_47005,47,3,66,52,88,21,58,20,45,52,24,25,58,28,80,35,6,89,20,71,75,12,66,5,96,39,88,57,93,44,35,3,96,9,84,85,39,45,67,22,97,68,4,41,33,52,43,86,14,75,4127
user_99893,49,5,56,38,2,6,26,93,39,19,98,48,21,83,6,2,46,33,41,5,79,55,16,86,93,36,87,38,23,77,96,27,80,28,94,17,88,34,75,1,97,39,56,71,54,82,60,3,15,30,4127
user_76744,76,38,65,83,87,80,53,100,25,33,50,5,52,41,88,92,60,30,69,5,84,28,32,8,88,41,5,41,93,98,30,68,57,100,44,46,81,66,95,49,34,33,57,45,29,56,78,40,85,97,4127
user_12396,34,43,28,31,23,40,89,55,38,48,10,35,33,99,43,94,3,36,78,42,3,72,69,71,49,24,71,82,22,16,51,38,35,78,92,79,27,9,51,39,93,17,29,84,7,65,14,15,32,61,4128
user_74147,68,8,44,73,74,8,10,92,35,35,51,46,34,51,58,61,49,9,23,40,67,77,87,46,60,15,1,46,82,15,34,50,72,37,23,89,21,13,17,90,43,51,36,67,89,3,1,15,85,1,4128
user_67290,99,92,70,76,26,65,2,82,100,99,48,32,68,91,9,99,39,50,51,21,15,18,58,26,93,17,54,13,98,4,83,90,24,70,65,24,98,1,88,56,61,32,15,12,46,8,21,73,92,51,4128
user_49829,96,34,91,7,37,90,29,74,23,58,63,54,48,17,14,12,58,20,16,37,51,3,31,31,53,66,95,74,84,41,77,28,72,37,38,72,29,91,5,17,38,26,92,44,54,99,35,13,7,12,4128
user_59494,21,71,6,47,18,16,18,32,73,69,20,56,65,82,69,10,56,37,13,21,57,98,54,28,29,8,85,81,63,38,15,92,53,13,88,73,89,55,14,68,9,67,96,45,50,62,53,10,55,40,4129
user_7098,37,38,78,54,51,29,60,51,45,52,71,54,49,75,8,17,7,63,83,22,39,84,55,84,8,50,19,44,68,3,49,12,44,85,4,67,27,68,5,15,40,33,15,65,22,79,7,31,14,29,4129
user_81001,60,70,14,12,42,56,71,35,8,1,2,62,59,50,42,49,46,2,73,1,24,10,1,79,89,8,57,17,24,61,47,87,21,12,97,81,93,21,51,40,57,31,14,31,16,49,6,71,43,12,4129
user_5285,35,86,20,79,72,1,21,3,89,89,55,94,72,81,56,75,57,12,25,46,97,27,19,39,87,46,73,48,28,33,8,89,36,10,69,55,92,75,38,9,10,92,60,75,79,10,75,62,86,95,4129
user_23513,85,68,24,69,82,100,69,70,75,77,95,70,88,12,100,51,74,84,96,71,30,19,68,35,50,35,83,17,7,32,90,79,69,87,15,80,37,92,51,100,30,79,76,21,31,83,27,39,95,66,4130
user_54254,31,6,90,31,23,69,83,91,100,55,69,15,26,68,7,20,20,3,81,45,59,78,69,71,8,70,14,39,99,99,18,43,15,65,80,50,69,28,77,71,34,88,96,86,11,62,71,7,13,21,4130
user_24406,40,18,61,16,94,12,21,54,9,4,63,72,86,17,79,98,97,65,12,35,75,18,32,3,2,18,13,75,81,16,26,44,45,72,45,31,88,30,92,58,81,94,76,27,79,42,28,36,37,65,4130
user_90283,51,97,29,67,32,11,51,93,52,6,14,29,72,9,21,16,81,47,41,54,72,42,94,34,65,11,94,28,36,90,16,71,95,75,52,91,3,44,17,49,84,97,69,41,73,92,92,4,61,55,4130
user_18903,96,52,21,60,93,95,100,79,43,19,64,4,68,79,16,28,33,81,2,42,47,44,36,71,39,91,79,85,57,95,47,86,10,85,82,95,59,48,75,35,50,79,54,63,51,91,60,19,24,12,4131
user_65791,51,6,45,56,35,93,26,5,93,38,86,74,6,42,18,61,40,60,51,71,35,57,73,61,15,48,96,58,4,53,40,67,15,60,24,55,10,53,26,65,88,93,81,100,63,95,22,98,72,1,4131
user_81602,97,86,84,12,100,42,2,87,2,74,74,44,37,24,88,3,90,53,29,6,50,58,8,54,85,72,4,4,79,99,21,10,73,38,21,21,83,16,42,18,95,36,58,86,31,10,79,14,10,67,4131
user_3554,64,50,8,22,7,86,63,41,59,39,85,82,96,10,85,8,54,51,22,41,2,56,74,78,38,81,88,71,12,51,57,55,1,6,71,24,63,84,40,97,4,68,88,31,64,3,41,14,67,66,4131
user_87771,87,45,45,21,77,77,48,33,94,88,58,9,86,11,44,45,97,99,40,49,3,22,99,89,23,6,19,38,16,52,98,85,1,42,47,97,46,20,38,62,14,4,47,65,28,32,16,68,48,85,4132
user_23378,4,14,64,48,74,53,43,20,5,57,37,67,50,35,18,74,91,29,60,3,91,19,94,52,71,34,2,17,19,59,36,7,30,49,53,68,46,51,6,92,32,49,92,97,95,93,37,48,31,73,4132
user_24122,80,47,45,10,16,83,37,81,10,13,93,47,100,100,15,5,63,42,93,74,50,84,76,42,15,49,42,31,23,19,75,29,41,97,44,38,21,54,50,48,93,27,71,88,28,70,90,82,39,20,4132
user_63911,41,54,39,13,93,87,81,97,90,15,68,28,96,83,87,1,78,89,71,10,41,8,63,14,13,11,20,29,86,39,45,10,86,42,45,70,87,41,96,100,15,42,70,14,1,8,20,28,10,81,4132
user_21826,50,44,55,11,93,43,33,55,1,82,54,64,95,79,80,92,60,24,8,91,97,96,22,5,100,47,12,85,89,70,9,46,21,7,79,90,17,82,53,57,54,49,21,82,83,13,82,80,14,58,4133
user_46284,60,71,66,12,46,9,88,54,28,97,7,76,23,27,47,82,72,24,23,28,62,23,88,27,99,85,45,67,73,17,97,10,9,74,86,29,11,21,87,15,1,59,3,6,96,90,18,76,1,79,4133
user_65679,90,9,95,70,62,70,62,40,67,76,16,66,15,38,20,99,100,83,37,50,35,18,78,37,32,50,87,36,87,11,27,51,33,24,78,73,71,48,56,19,70,29,50,14,7,10,76,40,81,20,4133
user_58962,30,31,33,73,77,53,3,77,87,86,59,6,10,64,52,97,93,97,48,47,76,35,32,30,45,37,73,25,16,85,3,71,18,87,51,82,66,85,54,47,36,94,26,88,38,84,76,11,91,58,4133
user_68621,80,13,71,58,92,30,12,79,76,27,91,47,87,60,39,27,7,51,12,48,6,78,80,56,24,76,41,32,62,71,25,91,1,59,100,65,73,97,8,46,32,83,49,50,71,99,71,16,84,2,4134
user_32059,97,33,95,95,58,92,5,83,20,56,87,85,100,61,4,90,40,34,69,7,87,72,20,87,88,54,12,92,93,66,18,12,89,92,48,32,30,45,15,35,65,48,11,67,55,42,3,25,69,31,4134
user_93158,19,8,51,21,19,55,2,40,32,55,78,45,23,7,60,35,38,68,5,79,15,37,64,40,42,47,9,66,84,24,17,37,6,48,27,62,1,13,39,62,97,14,56,78,12,20,56,36,49,87,4134
user_94843,93,93,94,80,63,81,16,58,67,95,86,21,6,84,1,34,52,9,93,67,52,5,17,43,56,49,88,42,29,36,29,3,6,23,34,47,42,55,6,55,38,60,32,97,58,35,44,26,14,92,4134
user_38723,39,40,82,55,38,1,16,93,18,18,12,50,47,64,72,9,74,68,14,20,81,65,42,20,98,80,52,74,21,23,2,1,36,98,53,31,67,92,54,73,52,87,62,61,82,86,7,24,13,28,4135
user_54875,99,34,31,62,15,58,25,91,44,100,65,86,60,21,40,79,83,63,58,76,77,31,100,80,19,63,88,44,26,19,28,12,64,4,5,94,83,72,11,10,78,78,72,39,50,99,46,64,80,3,4135
user_63534,11,15,2,27,19,42,67,78,77,32,81,6,84,8,34,21,64,45,27,12,21,20,71,8,48,85,67,22,64,92,72,79,48,72,41,99,59,48,51,60,6,91,93,56,27,43,58,60,93,14,4135
user_30984,96,93,47,88,14,21,58,39,88,79,10,8,55,99,26,39,42,49,3,31,45,98,84,93,86,25,19,78,25,88,55,93,50,45,14,52,32,98,58,81,97,20,82,85,61,98,68,45,66,95,4135
user_59400,56,38,33,47,98,53,37,48,51,7,87,67,22,1,5,50,44,70,86,77,37,72,7,73,13,55,14,95,98,82,77,52,100,16,95,12,86,77,16,47,41,94,19,46,38,23,92,63,93,14,4136
user_61230,73,76,30,93,2,88,73,54,59,39,24,60,59,83,27,100,57,53,22,42,79,96,4,81,52,24,46,33,47,96,26,29,34,93,44,100,2,94,92,4,4,12,13,99,8,21,73,8,81,35,4136
user_25092,60,65,48,64,50,32,60,19,78,36,46,48,94,39,71,83,62,19,90,43,90,73,80,71,47,46,87,63,22,100,11,78,8,34,44,45,82,14,70,95,38,93,28,65,74,42,31,91,76,37,4136
user_21843,78,41,14,17,57,60,36,52,92,23,60,76,57,83,84,23,28,81,81,97,20,78,69,61,61,79,18,68,82,24,94,41,43,35,46,91,13,70,63,72,61,37,51,78,8,21,99,71,60,51,4136
user_64532,38,49,11,33,58,37,22,62,2,95,66,31,85,57,23,76,47,11,86,39,46,21,70,78,34,84,4,82,10,21,55,95,59,44,38,14,44,58,48,37,36,17,27,7,44,57,40,15,49,65,4137
user_12006,6,33,14,3,51,43,27,64,52,18,59,60,30,25,75,74,100,13,86,68,53,25,13,6,23,80,78,49,90,33,1,17,3,55,33,5,87,37,88,22,100,75,87,1,88,84,50,87,97,23,4137
user_54682,20,41,10,1,46,13,46,3,39,1,50,45,49,4,4,98,34,28,46,39,21,88,11,54,34,40,66,53,29,76,43,14,56,93,84,54,64,31,93,64,31,48,73,66,25,81,40,37,27,69,4137
user_50566,20,79,17,43,32,69,24,43,21,19,36,59,59,69,99,54,89,8,38,86,8,80,72,62,3,20,40,24,42,5,67,29,46,15,61,89,18,97,82,75,42,84,38,88,5,80,60,40,67,16,4137
user_80575,4,6,49,77,58,71,23,65,81,21,40,73,10,100,2,77,2,64,48,92,72,46,48,44,39,63,31,64,20,87,38,19,99,45,78,19,50,82,51,29,13,37,45,83,48,51,94,22,25,81,4138
user_30562,16,49,35,79,33,77,32,100,64,23,37,97,84,52,5,86,35,71,61,25,78,86,13,37,66,16,22,7,56,22,85,5,8,96,96,68,33,52,46,14,92,97,53,4,79,1,85,32,82,68,4138
user_56135,63,53,70,20,49,43,56,71,18,94,82,51,93,60,95,41,65,83,39,43,85,5,15,63,21,70,37,53,17,16,13,5,27,58,16,35,4,64,75,26,93,42,73,10,64,68,93,67,96,68,4138
user_93402,21,67,73,94,71,66,16,43,8,73,100,38,5,20,62,54,7,15,61,52,91,46,41,55,67,15,12,35,23,47,59,77,99,67,70,34,71,94,100,8,81,12,66,56,8,64,67,84,24,71,4138
user_91956,25,30,98,64,11,27,14,32,92,11,85,44,56,97,2,6,57,70,76,69,25,47,17,24,54,80,84,91,74,14,90,30,94,30,11,18,27,42,55,56,48,68,28,81,3,2,2,17,56,6,4139
user_74547,37,68,61,25,50,65,3,82,13,93,28,4,58,35,5,63,46,91,99,40,53,42,2,55,56,75,7,75,76,44,6,27,21,59,47,74,39,44,90,87,32,7,83,72,54,46,30,26,23,6,4139
user_51657,41,9,68,31,2,60,85,18,33,80,96,27,27,2,59,23,81,75,81,53,37,34,7,47,20,41,42,23,7,26,2,81,79,39,83,45,19,88,14,7,86,77,18,48,75,94,50,92,34,48,4139
user_64510,71,77,9,56,83,52,13,37,65,50,84,18,19,99,28,46,20,41,70,71,49,40,91,36,32,34,72,2,73,96,18,74,74,25,26,66,71,6,46,38,40,93,9,71,89,3,16,1,68,27,4139
user_69643,75,74,94,90,20,76,46,37,19,41,76,76,70,13,14,9,42,67,98,83,73,63,39,88,33,23,95,87,24,46,2,74,5,20,52,48,52,59,4,11,35,31,36,70,37,48,99,87,83,65,4140
user_62793,66,100,55,52,27,65,10,55,49,65,40,9,45,22,51,62,9,26,29,56,90,79,73,100,30,60,47,22,32,79,53,86,56,46,53,99,60,35,83,99,4,28,57,77,22,8,74,94,16,62,4140
user_42698,76,44,17,47,10,3,92,83,33,69,14,93,41,11,71,71,11,71,78,53,48,60,60,70,1,19,21,71,41,32,36,48,92,65,32,30,56,3,86,74,41,64,7,47,86,59,4,66,2,16,4140
user_80004,40,88,46,67,89,52,92,30,10,54,57,6,30,61,14,5,35,19,80,68,51,67,35,82,53,75,26,6,82,66,40,63,2,33,65,59,55,83,9,100,19,6,66,81,32,98,86,91,33,31,4140
user_68314,51,90,58,90,67,83,20,15,43,56,63,95,81,27,75,56,52,42,57,50,7,91,90,58,67,8,50,88,62,5,88,15,60,77,82,65,27,69,48,74,10,25,32,23,91,69,54,68,65,3,4141
user_6105,16,32,8,38,88,56,57,35,21,17,73,93,19,81,52,43,92,41,88,35,35,58,19,13,7,29,20,48,59,59,66,35,26,59,46,86,6,54,45,94,35,42,75,94,51,73,20,84,11,74,4141
user_69379,34,29,55,55,14,62,76,26,24,29,100,28,62,49,59,40,94,32,20,17,21,39,46,78,9,66,93,89,67,79,44,74,55,2,35,1,91,13,91,2,91,65,46,38,84,82,86,88,78,89,4141
user_90462,83,19,43,65,7,5,8,66,13,60,22,38,81,93,48,37,7,74,67,96,7,78,71,5,26,64,49,84,71,66,37,20,78,26,1,9,3,68,65,27,78,95,2,97,50,49,19,71,22,97,4141
user_48399,30,96,88,92,43,48,100,13,89,68,26,15,83,54,93,74,34,73,38,57,70,10,37,38,77,41,44,76,37,11,77,41,68,86,19,56,11,12,85,30,75,64,7,3,14,24,3,93,63,38,4142
user_49147,11,8,18,74,88,88,34,41,27,99,61,44,39,70,95,91,52,91,72,75,22,21,96,91,11,25,29,69,85,94,69,98,54,33,69,71,34,87,32,58,41,50,44,8,86,54,61,98,96,52,4142
user_61792,91,48,18,51,81,59,82,18,87,79,42,92,80,50,90,42,49,46,81,63,43,5,1,68,45,53,31,30,97,98,99,9,36,64,60,85,99,34,70,86,78,38,57,32,50,90,3,29,14,93,4142
user_72590,55,63,91,18,42,96,87,35,57,57,69,44,61,11,15,53,16,66,45,65,19,96,58,32,46,22,38,51,68,24,76,51,77,42,1,11,8,99,42,52,16,32,89,25,82,8,52,26,31,80,4142
user_7469,82,59,31,57,6,22,45,11,76,65,55,37,52,26,38,57,92,23,13,45,89,17,56,20,68,14,68,72,10,4,6,72,96,30,27,26,88,59,54,68,68,81,16,24,79,25,6,99,96,63,4143
user_56299,25,93,29,91,25,39,40,25,44,66,28,42,42,90,81,26,12,73,67,91,79,51,30,83,3,58,69,59,71,24,88,7,68,43,99,57,35,51,92,49,59,91,19,93,33,15,18,96,2,52,4143
user_52599,75,76,36,88,69,47,54,6,7,3,87,26,69,98,99,17,24,64,51,63,79,70,92,94,82,100,5,71,23,66,89,72,57,85,97,9,90,83,55,99,91,74,6,20,17,56,77,77,48,42,4143
user_47834,80,29,95,3,85,91,14,7,29,92,72,16,23,17,28,27,20,1,12,15,10,30,29,30,98,3,38,98,62,31,53,4,34,16,97,52,86,14,47,74,23,69,34,10,42,68,57,85,42,29,4143
user_94141,42,41,95,77,99,54,5,40,34,37,40,10,18,33,58,57,87,12,92,29,50,14,89,84,91,4,17,53,99,21,31,22,50,11,85,47,100,26,51,100,15,88,6,85,85,30,50,34,36,92,4144
user_20254,77,27,38,15,22,84,44,15,87,91,1,28,74,45,78,26,80,99,47,34,14,36,87,26,13,14,74,73,75,11,29,90,44,51,91,93,35,50,41,50,55,77,5,30,42,62,7,69,15,33,4144
user_47975,55,47,24,98,78,13,17,81,78,96,25,66,85,38,19,97,66,92,7,18,18,68,44,84,40,25,81,62,61,22,99,30,14,22,97,29,34,88,93,83,89,22,78,7,45,35,97,42,89,94,4144
user_23496,64,34,58,9,94,78,97,73,53,92,47,42,74,18,23,16,34,7,83,59,52,53,1,78,92,60,24,64,6,3,52,51,66,25,20,89,33,69,98,84,47,14,8,68,79,55,71,4,3,21,4144
user_89012,58,23,96,78,22,100,49,95,100,37,2,29,53,19,34,66,26,80,11,79,55,6,54,43,77,53,23,38,3,53,80,43,98,72,83,13,49,90,50,28,10,14,33,26,38,34,94,75,83,97,4145
user_87348,55,26,55,1,96,97,76,20,64,32,95,41,27,18,81,2,83,28,56,43,5,54,21,27,59,66,13,46,24,59,34,28,32,11,58,94,92,63,88,76,44,97,80,86,1,6,87,24,41,61,4145
user_3517,56,54,25,11,57,21,8,45,77,12,74,18,11,9,30,76,73,81,52,81,47,58,17,3,90,3,67,87,18,33,75,93,80,46,11,13,34,74,84,77,18,67,38,2,97,31,87,36,83,52,4145
user_50253,47,93,37,77,61,93,70,81,62,49,81,100,38,50,56,85,46,26,100,77,53,54,45,33,14,88,55,14,24,87,17,81,18,35,43,5,9,48,58,55,69,87,45,39,21,65,4,58,10,36,4145
user_27069,52,89,50,74,67,96,39,44,47,49,69,35,39,72,47,99,7,14,21,29,52,100,50,72,12,2,15,30,87,13,45,26,41,62,5,38,41,32,55,92,15,66,71,96,83,22,100,94,26,45,4146
user_1198,90,77,83,64,47,15,40,1,3,54,12,58,70,52,76,91,5,63,48,19,18,7,14,81,62,8,14,88,39,89,32,88,19,63,4,75,89,50,19,99,62,4,18,31,8,79,92,65,73,76,4146
user_42940,86,78,62,11,85,31,45,88,53,52,91,31,18,92,51,16,59,42,8,8,15,41,80,62,18,45,17,23,97,18,42,92,24,66,65,87,2,70,80,43,53,25,61,65,45,52,81,99,95,60,4146
user_3717,7,85,29,33,7,32,19,60,81,22,16,98,63,100,26,85,12,65,59,9,3,24,99,57,72,58,60,61,63,8,29,28,83,77,4,54,10,30,52,71,49,69,26,93,74,74,30,84,73,63,4146
user_69866,19,24,78,41,16,61,77,80,100,47,67,81,41,11,19,7,75,97,3,93,45,8,46,74,75,27,94,1,76,94,88,40,40,89,57,35,43,3,36,13,47,87,4,30,6,84,36,58,7,58,4147
user_33107,22,19,47,38,26,33,83,67,100,34,92,65,96,23,9,17,33,14,83,51,36,52,67,85,83,32,62,29,68,14,85,28,85,35,77,89,46,75,22,85,79,8,47,30,72,37,47,9,4,13,4147
user_19987,7,21,60,32,62,65,54,23,58,32,5,23,63,2,54,38,39,74,72,67,43,69,53,89,22,38,54,24,85,19,18,90,74,38,17,25,33,88,17,96,20,70,50,63,24,52,79,49,70,48,4147
user_79180,28,80,76,36,93,28,3,60,23,81,69,60,49,22,74,1,63,41,100,51,11,37,8,7,21,88,57,28,17,24,5,20,64,75,98,81,75,83,52,62,9,44,58,27,5,19,87,1,10,24,4147
user_93902,6,16,66,45,85,33,8,63,55,41,13,27,60,4,95,12,24,30,92,51,69,16,19,28,4,31,12,61,68,44,71,6,76,75,86,69,19,13,21,95,34,78,81,96,87,50,20,98,13,15,4148
user_2429,43,1,23,81,15,59,31,13,93,12,67,78,22,6,82,52,53,27,55,84,23,59,51,4,47,32,31,49,36,21,92,58,10,21,5,96,33,97,3,59,96,94,97,76,55,22,32,94,13,55,4148
user_59426,78,50,18,31,38,75,68,13,94,51,15,52,89,77,61,41,60,36,95,1,98,50,37,1,95,51,53,62,56,84,62,67,6,48,10,11,78,55,46,31,41,22,16,81,92,22,45,57,66,13,4148
user_24399,91,12,51,57,6,42,90,8,83,17,76,34,68,47,81,21,71,95,74,80,64,72,61,69,77,16,53,70,87,65,62,96,70,31,87,14,42,60,34,40,64,1,71,77,76,38,56,47,78,30,4148
user_2309,36,36,48,15,55,39,67,18,98,72,9,81,9,96,65,74,12,19,93,91,88,34,37,90,44,89,58,58,14,85,64,72,49,65,67,100,50,42,11,97,9,8,14,39,82,34,60,4,80,67,4149
user_22605,97,88,86,42,90,50,41,31,95,100,60,99,12,67,89,4,63,89,59,82,59,25,67,94,52,48,33,75,30,14,6,1,29,6,77,66,33,35,23,87,85,56,10,26,53,37,10,6,52,90,4149
user_28021,57,40,33,35,76,61,36,84,49,51,69,10,35,37,66,90,28,8,64,60,48,98,100,22,36,92,8,47,35,18,18,30,99,22,17,51,39,15,19,16,44,81,56,92,34,87,26,39,66,29,4149
user_76526,28,86,75,88,47,58,85,22,92,65,92,51,61,45,89,55,50,59,6,96,90,33,46,68,17,28,11,78,67,64,83,69,35,26,92,34,27,76,10,85,32,64,47,59,16,9,30,45,7,11,4149
user_29144,41,10,91,7,73,21,67,83,93,80,88,50,9,38,36,48,39,11,53,98,93,25,17,54,99,55,81,13,14,17,39,26,30,38,4,10,69,20,21,24,73,87,61,82,67,53,49,8,52,15,4150
user_14948,20,83,90,43,92,91,65,63,77,93,98,22,97,70,85,4,76,87,51,30,65,96,23,89,61,29,20,85,46,35,9,26,31,40,36,24,57,76,16,54,13,43,42,9,42,21,61,62,22,12,4150
user_95590,13,44,5,19,60,78,15,71,17,75,70,31,68,56,81,19,27,21,71,77,60,83,70,19,5,80,58,67,95,47,80,4,79,85,49,17,60,86,60,2,69,21,22,11,73,6,24,79,89,28,4150
user_90972,95,52,46,92,54,95,3,99,25,75,45,17,64,20,13,40,5,32,7,90,73,22,82,1,69,39,21,33,91,36,15,15,84,63,63,66,62,40,48,91,61,91,68,57,52,3,88,11,19,63,4150
user_89598,44,39,97,90,69,90,46,84,100,10,87,58,67,95,41,36,17,62,57,31,77,58,57,31,84,100,71,35,51,88,3,26,100,51,16,50,23,68,99,91,72,74,61,41,90,100,85,77,29,33,4151
user_20534,36,16,63,89,50,63,29,92,21,64,43,72,10,94,57,22,46,4,16,20,54,36,55,54,19,52,11,68,88,81,3,86,50,62,57,18,38,25,14,4,87,19,97,48,54,79,72,35,80,56,4151
user_49168,23,40,41,31,66,14,75,84,20,87,51,51,79,68,36,34,17,88,13,95,84,26,81,81,34,54,60,40,42,6,49,42,74,4,100,63,76,86,54,40,82,46,85,12,15,84,57,24,76,54,4151
user_51212,35,17,47,23,64,49,79,73,39,95,60,33,71,42,15,39,94,87,99,67,96,53,39,90,76,27,96,30,62,30,49,42,58,37,57,6,10,49,50,12,81,2,1,100,1,4,66,74,3,71,4151
user_8377,31,54,7,27,6,26,75,60,64,59,91,25,23,95,5,81,63,27,79,83,67,81,40,71,42,46,63,39,43,46,93,27,44,43,20,17,27,27,48,55,11,19,97,49,36,88,23,56,40,19,4152
user_18192,22,58,67,25,82,58,29,52,36,73,12,15,10,46,62,89,85,7,17,74,17,16,45,65,88,18,16,13,43,86,83,61,48,95,44,23,71,40,10,45,6,21,30,87,20,35,95,78,59,68,4152
user_84940,6,82,83,40,25,2,23,34,67,28,50,28,31,93,51,75,18,20,90,84,68,92,52,50,19,36,8,94,28,94,79,8,57,44,17,92,13,39,96,14,80,79,81,95,82,11,89,45,22,31,4152
