user_id,item_30770,item_49901,item_92557,item_89262,item_49018,item_27577,item_10498,item_66905,item_91589,item_45373,item_73102,item_90995,item_70099,item_34040,item_75753,item_91024,item_84338,item_82793,item_92219,item_50317,item_9645,item_55428,item_96342,item_53352,item_94932,groupId
user_19687,84,40,50,99,20,63,27,59,56,60,51,34,80,73,39,64,24,18,52,83,96,71,74,99,3,336
user_40773,89,27,71,58,75,26,48,83,62,58,29,1,46,99,21,63,25,87,21,28,43,26,41,14,67,337
user_50444,61,38,91,85,91,73,9,81,27,58,18,15,95,63,20,87,88,3,49,52,63,9,10,91,53,337
user_17548,20,34,55,88,32,70,56,22,11,53,24,72,42,21,70,70,94,73,98,60,52,2,30,73,55,337
user_55739,100,2,22,5,27,82,44,69,62,5,47,93,94,2,30,95,34,99,67,85,15,33,79,69,26,337
user_16431,39,81,95,63,84,8,64,64,96,73,53,84,46,85,17,30,26,53,52,47,48,17,93,11,10,338
user_78248,78,62,7,16,74,14,22,69,43,53,28,20,72,53,65,58,5,71,60,74,62,57,63,25,81,338
user_21827,8,58,1,54,37,6,98,43,9,94,66,77,31,65,48,60,40,18,32,34,52,34,7,68,6,338
user_54947,31,74,43,6,4,80,72,74,59,12,62,75,10,7,73,59,18,50,67,27,27,24,87,56,66,338
user_57740,59,56,16,10,96,99,29,82,37,69,97,16,70,66,21,61,17,73,70,53,4,100,89,51,66,339
user_27891,2,95,27,28,81,42,55,30,90,45,76,48,83,14,2,2,89,5,23,82,64,51,76,33,76,339
user_48814,96,39,47,58,58,43,90,16,18,1,21,88,33,82,10,7,96,33,41,11,86,50,33,57,99,339
user_36865,72,80,11,89,59,75,60,96,95,65,54,81,61,70,95,25,55,65,46,10,33,55,79,24,96,339
user_34117,31,29,33,42,56,9,49,84,90,23,57,2,30,83,90,83,95,58,79,52,8,39,2,15,92,340
user_45767,79,52,22,26,88,23,85,8,15,87,98,6,73,19,53,69,65,80,93,85,92,78,37,21,39,340
user_83367,80,66,81,95,73,92,51,67,62,20,4,31,85,39,12,47,22,41,73,84,25,58,15,88,28,340
user_11687,47,31,54,79,58,72,74,17,6,65,74,6,57,39,51,97,10,21,70,94,41,33,45,29,11,340
user_94307,8,76,66,21,90,61,8,10,50,30,40,89,74,72,67,13,86,17,59,25,34,7,54,65,69,341
user_65815,87,59,87,38,34,15,6,57,78,47,32,62,75,45,49,39,72,83,100,97,77,87,31,65,97,341
user_12984,10,7,14,83,51,1,90,45,29,19,72,19,14,93,26,12,88,83,56,83,23,42,35,83,4,341
user_46970,9,75,61,34,45,27,55,46,37,69,58,48,87,18,100,76,16,58,53,23,28,29,43,51,6,341
user_10185,58,49,70,40,15,71,12,55,73,31,55,45,58,77,97,94,18,74,43,40,58,71,20,59,83,342
user_12209,34,73,83,94,64,47,77,14,21,29,4,93,79,72,100,26,33,69,3,2,39,28,2,12,72,342
user_67834,51,24,7,24,16,22,96,27,85,82,55,100,21,54,25,96,96,15,45,69,26,84,86,42,27,342
user_78154,79,22,76,34,49,22,97,2,65,56,83,16,5,45,54,58,78,29,80,51,73,37,100,34,48,342
user_68230,31,55,90,57,34,35,79,19,55,92,87,30,31,76,21,18,31,15,17,49,77,22,15,52,64,343
user_86412,58,65,50,100,16,65,33,54,22,94,33,26,7,10,72,13,11,27,49,86,38,34,39,39,84,343
user_15376,41,70,5,93,38,99,7,90,4,96,3,23,52,73,100,51,63,84,72,24,87,66,15,12,95,343
user_7245,80,25,27,49,34,88,85,94,49,87,13,9,66,87,38,45,49,74,60,6,8,47,84,80,81,343
user_90148,16,66,59,43,46,75,33,35,58,78,5,18,14,91,59,37,65,32,47,71,65,97,9,57,59,344
user_36350,87,95,59,65,93,20,21,7,40,87,4,12,85,99,34,56,2,71,90,58,64,69,43,20,98,344
user_3670,43,79,80,68,22,26,43,24,42,78,27,5,88,47,63,49,81,55,64,20,75,14,69,5,59,344
user_35598,82,73,98,13,35,39,52,40,46,23,53,72,19,76,75,46,50,100,69,18,28,67,88,38,98,344
user_89978,66,23,57,56,57,22,15,63,95,16,58,76,26,11,49,30,6,90,15,63,70,49,52,21,96,345
user_75531,92,82,72,70,68,60,54,87,11,8,26,73,80,85,33,27,8,77,89,89,68,45,36,19,65,345
user_27092,80,85,71,61,15,86,47,24,54,17,68,31,50,4,54,9,66,69,17,71,68,71,5,78,10,345
user_70683,12,10,38,72,68,86,62,60,21,82,47,11,88,74,65,25,9,72,98,23,19,76,78,71,95,345
user_66734,67,52,40,66,31,12,76,48,13,89,19,86,4,63,11,40,82,36,43,40,85,50,12,71,47,346
user_39024,68,38,26,38,44,50,84,11,46,90,98,69,100,8,41,12,96,60,6,81,41,90,88,68,65,346
user_78728,2,37,27,34,76,55,10,5,49,41,14,36,55,14,79,69,29,26,21,81,46,6,74,45,49,346
user_41844,99,60,22,90,87,60,76,53,16,35,98,35,79,35,73,81,46,68,91,17,18,11,10,25,90,346
user_11860,36,79,21,97,79,49,26,74,21,66,5,76,64,30,46,31,75,69,77,25,55,67,51,32,51,347
user_74112,78,73,17,34,45,64,57,11,21,38,22,30,39,96,41,83,47,96,23,73,39,49,24,93,98,347
user_94907,55,26,52,50,27,9,32,62,25,65,73,30,60,42,6,31,57,74,33,11,28,89,55,96,57,347
user_30181,99,74,31,64,81,82,81,65,92,80,24,41,12,47,93,10,6,97,70,25,84,46,94,16,92,347
user_61403,91,87,98,37,3,18,84,19,71,13,68,83,38,62,84,12,77,70,74,57,98,49,93,90,62,348
user_48038,2,52,16,93,59,69,95,49,3,68,22,100,64,35,49,51,36,95,79,60,65,33,63,53,63,348
user_45827,64,32,1,21,1,23,72,16,98,29,17,92,33,81,32,78,77,85,14,28,48,85,47,36,68,348
user_90649,2,42,7,48,100,24,91,23,33,45,80,87,47,98,77,19,62,27,41,85,22,51,65,87,89,348
user_64929,72,30,3,90,70,24,13,90,80,40,36,46,100,85,86,19,12,8,83,86,25,31,22,2,24,349
user_23014,64,44,90,90,36,55,100,15,42,10,28,8,75,19,2,87,96,78,51,24,71,87,26,51,38,349
user_38006,2,99,100,14,95,97,75,99,64,92,16,84,57,56,75,19,33,15,18,44,39,29,96,54,78,349
user_81732,43,12,23,29,58,100,90,12,45,84,62,74,67,5,41,93,62,26,89,31,94,12,32,1,77,349
user_39352,90,14,44,29,72,48,55,7,95,12,82,78,3,34,44,98,45,78,65,44,88,91,57,9,26,350
user_20482,33,83,60,100,22,73,22,34,33,97,82,49,81,93,12,68,12,20,82,16,74,3,57,80,90,350
user_48095,50,12,28,51,31,53,26,49,67,97,90,26,58,68,80,53,84,45,24,24,20,80,17,33,86,350
user_62191,22,65,100,50,4,9,90,89,67,52,37,20,57,92,6,50,77,86,84,38,26,76,23,90,30,350
user_92365,100,14,48,11,74,85,15,25,41,76,21,58,72,86,94,84,37,77,74,9,45,78,37,23,29,351
user_39419,45,36,73,58,32,47,90,29,13,14,51,18,79,24,94,9,59,45,37,83,99,13,18,87,21,351
user_34160,52,75,20,97,73,73,96,100,15,26,20,16,3,37,26,56,17,63,1,81,17,90,11,64,63,351
user_79751,19,5,22,94,20,84,47,41,60,64,22,1,15,12,71,45,22,64,57,27,92,96,16,92,77,351
user_55855,85,81,14,100,27,49,47,76,48,79,82,89,84,12,10,24,96,95,30,69,48,10,18,44,97,352
user_93364,34,19,3,77,89,35,29,97,81,92,71,18,78,3,60,3,98,25,2,88,6,93,95,54,3,352
user_1343,85,73,51,97,84,36,50,25,90,18,34,13,2,21,51,19,51,35,37,70,64,85,95,1,24,352
user_26135,24,59,74,33,11,93,39,48,68,42,21,74,49,75,65,29,59,18,98,23,77,19,5,71,59,352
user_52973,90,95,50,32,41,86,41,76,94,67,3,69,73,7,24,66,29,92,36,20,77,94,99,5,62,353
user_34544,99,92,49,46,62,24,6,50,12,12,97,81,67,84,15,31,23,25,86,31,34,35,18,72,81,353
user_20021,87,50,59,49,47,43,4,54,8,13,99,9,23,23,74,7,54,38,95,84,88,95,75,34,46,353
user_40490,1,96,91,24,46,39,36,81,95,78,45,48,70,66,46,25,89,6,7,62,36,8,39,28,11,353
user_81770,46,55,50,15,19,80,49,83,17,43,64,42,95,75,88,49,49,97,43,27,34,53,33,63,20,354
user_52475,20,36,5,48,67,35,63,73,80,71,69,59,8,30,44,54,8,49,30,66,93,6,80,46,91,354
user_82516,6,68,93,7,78,55,8,27,28,31,39,35,86,63,61,78,1,83,5,79,84,52,10,97,78,354
user_64513,49,14,48,50,16,65,83,96,80,21,8,44,53,92,83,88,35,64,52,69,9,70,19,67,37,354
user_10981,42,78,31,22,50,87,5,1,20,10,34,4,42,50,68,31,68,30,52,8,81,49,12,87,95,355
user_25294,88,48,72,59,43,51,69,40,26,82,43,31,10,51,57,54,52,95,23,88,29,26,58,11,89,355
user_58012,49,73,81,69,37,12,7,14,62,22,34,20,12,82,87,2,18,67,35,32,18,15,12,36,99,355
user_4625,98,29,32,53,16,63,56,96,91,4,8,93,88,37,53,98,65,40,99,79,17,60,37,42,74,355
user_18065,81,73,45,32,50,39,11,17,88,19,85,68,8,34,55,49,86,75,69,23,74,89,79,98,34,356
user_95185,19,60,2,76,48,96,94,99,100,15,32,62,56,40,82,63,15,52,61,98,63,21,70,57,100,356
user_50006,42,55,90,87,87,4,75,6,79,64,22,72,82,80,3,28,12,23,52,75,59,42,98,31,76,356
user_95155,10,79,30,43,62,52,58,11,52,73,55,28,85,39,72,45,8,13,72,84,65,99,94,14,55,356
user_98295,53,8,23,13,43,72,20,54,34,89,76,50,96,2,61,99,41,43,35,95,83,25,15,20,14,357
user_20790,29,92,44,91,68,64,31,34,70,6,38,8,57,92,29,81,3,87,48,6,46,64,29,39,3,357
user_10264,26,71,36,17,55,98,85,86,45,54,97,22,49,73,35,47,46,18,3,51,94,42,2,1,73,357
user_41513,21,87,17,74,13,58,27,65,19,50,31,12,21,30,32,28,30,35,22,76,66,19,10,75,79,357
user_21597,80,36,45,58,47,75,7,1,46,37,16,81,6,54,5,21,69,74,6,90,34,73,74,83,88,358
user_99750,52,98,64,77,21,6,6,77,92,59,71,97,46,99,92,99,66,21,82,24,17,82,92,54,53,358
user_92897,28,48,84,100,96,48,64,6,34,83,56,86,67,2,37,47,32,62,92,50,87,8,72,11,50,358
user_49256,51,98,76,27,80,89,55,58,20,16,78,47,87,58,26,80,80,74,7,88,77,2,57,72,17,358
user_68727,76,54,62,100,77,85,55,81,50,30,34,89,85,51,96,25,68,26,14,28,91,78,41,25,88,359
user_15894,38,83,52,19,34,84,86,13,32,72,35,9,97,30,36,28,5,77,8,76,86,14,13,50,53,359
user_31570,24,18,28,65,34,56,4,20,27,40,34,21,55,75,76,89,100,47,81,77,7,47,80,55,46,359
user_20432,40,80,27,89,13,40,36,78,40,82,9,89,96,51,50,12,45,49,23,93,18,48,61,47,29,359
user_83427,49,14,22,74,77,71,5,29,54,76,24,22,64,77,86,66,80,59,7,46,24,72,52,64,38,360
user_49398,74,22,57,80,96,25,10,22,83,29,46,56,46,2,99,5,6,95,100,70,23,99,89,80,45,360
user_76514,35,13,74,88,95,80,19,54,60,28,36,90,23,89,5,56,27,27,100,62,31,89,80,98,14,360
user_16784,76,9,39,49,87,15,21,59,59,37,60,97,58,5,76,39,25,69,56,94,69,87,31,49,88,360
user_75749,27,71,73,34,64,33,63,59,54,62,73,88,10,16,78,69,88,31,25,49,63,15,97,13,46,361
user_49290,66,27,29,7,50,61,60,46,7,100,75,78,22,19,69,69,16,59,28,56,60,1,86,72,79,361
user_43400,62,45,92,99,99,20,6,21,83,79,91,30,24,20,36,9,98,16,74,20,30,5,81,69,82,361
user_30834,9,7,17,41,36,37,19,47,47,38,90,15,57,11,93,54,25,62,37,46,33,55,84,88,42,361
user_46551,57,85,19,52,67,81,64,22,20,39,25,73,67,35,43,19,25,37,80,25,37,41,82,28,92,362
user_30609,41,100,8,34,80,36,47,45,38,91,56,2,1,38,63,11,1,96,28,75,97,98,49,25,24,362
user_55363,4,60,15,3,56,48,60,59,60,62,43,84,73,97,14,18,10,32,24,20,23,78,5,20,87,362
user_78167,67,37,97,53,74,58,87,72,46,89,40,53,58,97,17,47,16,17,11,62,90,32,30,46,23,362
user_75004,15,2,56,82,68,53,80,85,53,56,67,86,73,21,53,48,96,97,97,99,78,89,22,67,38,363
user_91219,97,2,31,57,1,93,73,82,29,84,22,74,31,68,71,65,6,33,82,89,2,80,29,91,74,363
user_43242,9,100,44,50,13,48,74,96,33,34,75,76,8,34,98,40,56,46,5,37,62,39,45,85,60,363
user_8783,40,55,15,35,67,9,39,91,2,72,17,99,54,5,21,33,41,46,92,99,40,13,45,80,48,363
user_89557,22,21,97,39,55,40,59,28,13,97,67,44,100,34,74,94,44,74,40,67,92,94,16,84,84,364
user_81376,95,36,51,67,37,56,52,98,67,84,42,82,99,79,9,15,54,41,10,25,15,76,47,23,36,364
user_2679,77,66,78,47,39,9,79,8,62,93,32,18,62,71,36,15,27,72,36,69,61,23,92,55,23,364
user_50099,21,43,83,63,26,15,53,27,18,25,26,56,13,33,97,59,83,20,48,91,58,71,95,71,4,364
user_9110,33,47,49,50,35,82,12,33,56,29,84,74,39,84,78,41,61,72,99,28,45,46,79,17,59,365
user_43137,26,39,48,78,87,84,52,1,92,83,81,45,1,7,19,31,86,36,60,12,71,32,45,56,88,365
user_99017,81,11,64,87,7,41,87,18,45,41,4,87,95,54,90,22,7,77,76,50,41,5,63,47,72,365
user_69438,78,39,65,3,87,10,56,96,9,75,86,37,10,98,5,39,60,24,12,42,54,100,3,21,68,365
user_47125,16,56,79,78,32,73,57,73,28,25,80,30,28,5,49,81,97,54,36,9,46,1,5,71,21,366
user_20057,26,68,7,15,18,86,58,28,24,67,18,21,6,37,16,84,47,78,1,78,27,96,38,26,40,366
user_21651,69,58,22,42,18,98,12,87,49,57,91,82,5,92,66,48,27,47,24,25,28,7,84,46,29,366
user_38988,3,62,37,49,28,51,69,28,70,89,77,37,13,95,73,46,29,76,56,19,77,68,39,14,93,366
user_45597,83,93,21,18,22,21,64,98,7,8,9,45,93,99,68,27,60,74,86,60,27,12,51,17,80,367
user_2421,81,83,96,8,49,37,88,20,94,91,94,8,21,87,5,51,58,81,100,28,89,50,9,2,32,367
user_77550,56,29,18,27,1,34,75,19,37,92,65,75,65,92,97,69,10,36,66,27,1,40,59,17,85,367
user_81491,40,81,49,17,9,9,55,81,57,73,21,100,34,89,43,97,49,82,58,42,18,27,82,96,69,367
user_46661,98,47,73,27,48,53,60,98,10,68,57,11,78,79,79,33,36,50,57,88,41,32,70,23,79,368
user_81122,90,3,30,97,70,1,37,77,32,84,39,68,51,91,73,7,77,66,96,30,23,94,5,49,70,368
user_70449,75,76,7,70,17,68,67,4,36,34,64,21,61,1,47,44,64,66,70,67,68,11,16,78,91,368
user_72244,93,46,58,12,41,74,8,13,58,11,85,49,61,9,55,61,76,88,79,2,73,90,60,60,16,368
user_44170,11,3,88,55,100,14,77,71,49,96,71,82,98,18,78,28,87,49,76,3,55,94,11,26,23,369
user_40000,26,64,50,53,53,55,4,72,17,9,96,89,3,63,58,58,9,100,99,5,33,47,73,65,1,369
user_2516,21,58,8,26,50,68,70,59,3,63,96,81,11,59,4,91,18,38,82,39,51,72,55,9,10,369
user_62635,38,55,72,78,82,100,77,7,4,97,70,45,82,38,24,58,54,62,33,11,100,58,43,31,70,369
user_81888,21,2,67,5,60,43,87,97,34,12,20,3,17,11,50,42,91,8,2,46,74,89,42,84,92,370
user_53842,41,51,7,97,78,33,11,68,15,17,51,47,73,3,80,42,85,39,70,86,60,62,95,66,7,370
user_41691,5,15,92,29,2,97,33,67,58,40,63,89,56,51,12,90,90,16,54,28,27,30,32,26,47,370
user_36759,4,73,28,83,96,29,98,82,14,57,85,98,70,11,8,61,85,63,53,9,62,38,54,90,60,370
user_90795,90,54,88,6,31,13,32,93,81,23,24,70,79,47,35,79,67,98,26,97,48,71,13,40,40,371
user_53051,60,75,16,84,19,56,71,96,18,50,4,73,100,87,97,54,11,51,70,75,8,26,72,59,96,371
user_62107,80,2,47,82,61,58,97,13,83,95,90,92,77,98,100,20,73,98,76,53,98,23,11,1,73,371
user_26457,6,96,2,49,50,61,48,97,16,2,14,57,91,71,36,83,94,44,58,49,100,25,96,90,42,371
user_96379,35,74,20,62,8,96,95,11,88,66,77,80,28,61,70,68,64,92,49,72,19,25,58,18,70,372
user_38264,42,81,87,71,40,60,76,84,24,53,29,3,32,28,17,84,37,96,99,76,14,72,20,76,12,372
user_77865,99,54,50,26,68,62,4,32,93,50,93,1,7,71,82,64,46,99,41,75,98,57,27,68,89,372
user_63585,66,93,15,38,20,79,39,71,35,13,36,86,23,27,91,46,19,5,82,5,17,41,67,47,53,372
user_6963,54,39,43,96,82,99,75,27,73,27,32,72,85,66,68,21,11,41,79,71,60,86,87,65,57,373
user_92448,58,69,85,96,81,32,3,12,63,36,28,76,57,90,66,92,89,1,7,70,3,49,90,41,33,373
user_20404,99,23,90,100,51,30,58,15,38,15,98,97,55,49,81,8,100,89,27,10,14,81,6,15,24,373
user_41811,16,46,86,96,2,23,17,77,23,44,71,52,31,62,16,68,9,100,37,65,77,9,56,14,79,373
user_71006,18,94,26,79,4,70,58,42,40,11,50,40,1,98,35,9,48,86,61,47,79,35,58,77,94,374
user_47848,76,16,76,32,82,15,51,44,8,3,57,2,19,41,73,73,97,62,55,34,27,43,37,24,48,374
user_30711,84,5,11,94,18,84,98,40,5,3,23,50,51,31,41,21,37,46,21,21,9,83,81,99,34,374
user_7501,23,77,64,42,91,46,48,30,43,100,63,61,89,85,57,4,42,100,71,98,28,97,2,62,86,374
user_52111,96,100,18,40,17,30,63,92,8,49,87,58,81,47,75,57,51,55,84,94,23,75,47,45,98,375
user_87196,54,93,67,70,93,7,20,85,71,64,6,12,49,57,59,46,66,29,71,81,38,78,73,33,15,375
user_20843,94,60,87,95,2,33,88,18,80,32,24,92,45,38,46,23,93,20,65,79,93,10,80,3,24,375
user_54520,15,47,15,11,12,7,10,93,28,51,32,39,100,80,26,6,53,33,95,70,67,8,5,94,89,375
user_48528,17,20,66,69,88,48,78,72,81,15,17,97,9,69,9,6,24,2,23,38,5,78,52,50,52,376
user_91663,10,99,68,24,78,89,13,97,99,46,27,49,82,13,68,1,87,16,62,40,44,54,5,26,54,376
user_98353,60,64,96,100,63,87,78,96,58,42,77,60,11,13,70,70,68,63,79,78,45,77,96,78,41,376
user_26040,7,27,90,62,40,81,89,75,90,50,17,7,65,12,10,18,37,34,27,11,39,53,74,9,95,376
user_87521,39,59,25,98,49,6,85,19,66,91,99,74,2,71,83,27,41,89,2,96,56,43,70,88,31,377
user_14147,20,37,51,80,32,98,4,87,6,80,54,76,78,77,20,35,58,53,29,46,2,44,4,19,66,377
user_86710,81,16,32,87,93,90,36,29,37,89,32,1,68,44,96,59,75,46,54,8,17,11,17,7,63,377
user_42457,61,39,67,80,62,91,11,16,76,61,70,77,80,37,16,5,89,35,71,71,7,69,41,82,29,377
user_20242,68,26,62,98,100,76,69,68,22,64,3,61,95,23,77,16,16,88,45,76,18,80,95,14,97,378
user_32759,67,24,47,53,88,34,87,7,33,33,34,36,26,44,72,51,50,54,67,93,94,45,89,6,42,378
user_48011,70,77,23,95,78,1,40,27,77,78,5,57,51,47,14,98,48,50,73,40,89,57,52,82,18,378
user_17732,70,100,49,1,45,48,15,100,81,77,41,35,30,30,57,60,75,65,94,55,11,30,20,12,4,378
user_10568,40,11,25,70,63,14,2,77,72,36,45,53,48,2,11,24,35,59,52,55,31,87,72,16,97,379
user_48433,85,50,54,13,10,15,49,46,72,13,23,30,78,20,98,28,63,16,82,6,85,59,7,50,16,379
user_60051,60,79,46,43,10,26,71,5,9,26,26,53,4,82,84,35,56,75,26,5,51,8,27,8,77,379
user_43606,79,91,91,77,6,97,14,46,62,42,24,94,9,9,48,80,57,28,71,9,47,89,28,17,43,379
user_55319,12,55,33,34,30,71,86,95,27,68,54,34,58,89,21,86,41,6,66,73,67,56,29,24,91,380
user_47452,90,10,63,1,31,10,77,58,94,58,84,39,7,71,76,93,70,37,66,82,71,44,60,68,5,380
user_78803,6,58,35,74,8,72,71,16,77,64,52,23,39,5,48,97,13,37,28,92,89,12,2,90,24,380
user_73484,88,72,40,99,50,84,6,78,50,60,66,100,6,65,38,27,69,40,30,93,59,89,54,49,43,380
user_10092,44,79,91,9,42,13,53,58,46,54,34,43,24,32,76,69,28,26,51,96,76,87,47,21,40,381
user_2994,59,98,85,56,54,42,85,98,67,100,11,77,25,12,82,52,58,62,46,35,61,92,3,8,63,381
user_76101,6,88,92,88,69,66,8,41,98,57,52,34,31,100,75,68,41,76,57,10,7,81,33,76,51,381
user_22196,41,6,29,1,51,8,49,66,73,54,2,49,79,8,14,2,12,42,24,51,39,61,79,64,82,381
user_75675,15,85,94,2,32,38,45,67,50,75,10,7,44,92,35,78,23,18,38,78,31,64,68,5,80,382
user_5606,43,56,13,29,52,71,93,74,45,69,55,41,55,21,47,29,12,48,20,58,34,16,14,36,72,382
user_14535,51,78,13,33,38,93,30,87,26,15,80,61,82,30,74,5,27,56,13,2,47,25,79,86,82,382
user_30279,37,1,65,33,52,51,73,10,83,11,61,70,96,39,54,50,35,36,87,55,84,75,65,89,15,382
user_7306,50,27,64,92,82,9,74,82,60,64,67,55,98,70,6,38,44,54,82,91,23,39,75,45,77,383
user_22365,79,20,33,62,15,58,46,4,90,7,2,84,58,23,9,53,74,8,73,4,3,39,86,15,6,383
user_22913,67,39,79,1,75,20,39,92,86,30,25,81,37,69,15,49,23,44,23,58,20,35,33,77,34,383
user_43048,89,75,25,32,51,90,15,23,46,4,83,6,64,48,18,96,47,49,17,73,85,29,66,56,9,383
user_64461,66,33,66,77,10,76,9,94,60,89,62,14,96,60,2,85,52,58,30,52,43,38,23,92,96,384
user_32933,60,75,40,99,49,34,64,47,71,37,2,25,17,59,52,62,86,94,84,70,90,92,87,60,89,384
user_1953,16,85,64,40,37,78,38,10,72,54,3,13,11,45,47,79,27,89,38,77,98,7,72,50,32,384
user_27795,68,55,3,35,32,77,16,43,32,25,85,92,80,57,56,98,12,10,40,94,43,23,63,11,84,384
user_22969,60,21,90,57,46,86,64,61,12,48,37,31,36,42,85,3,39,68,84,77,88,41,40,29,35,385
user_73917,79,99,99,92,64,2,20,83,52,41,83,13,70,41,94,8,35,39,92,95,51,72,66,75,71,385
user_69953,1,62,21,17,15,58,5,91,16,5,24,75,45,35,75,4,57,54,61,15,14,96,63,68,100,385
user_64276,70,32,21,92,13,25,27,72,3,39,87,35,64,82,57,49,39,85,5,63,51,70,47,89,17,385
user_42556,30,5,10,45,5,15,8,78,64,6,79,17,54,36,34,48,99,34,63,76,97,94,68,15,90,386
user_49580,16,21,19,63,58,16,46,50,41,27,97,57,44,54,73,6,24,22,98,48,54,78,99,23,88,386
user_24090,70,77,36,72,69,80,23,59,57,86,88,56,40,64,54,96,78,8,60,74,14,85,70,56,70,386
user_56444,86,33,66,7,24,11,70,43,84,59,98,31,26,79,82,11,13,58,96,64,42,64,79,60,10,386
user_59016,88,99,94,75,77,90,55,30,77,92,98,4,1,33,38,1,2,31,33,84,1,71,65,35,16,387
user_41658,56,47,60,43,30,28,98,61,95,100,37,34,54,56,96,48,6,27,77,31,71,51,59,10,74,387
user_73520,26,46,92,34,26,63,82,1,39,54,33,37,46,89,71,91,79,34,82,92,35,44,1,65,30,387
user_14878,8,81,76,36,24,82,71,37,74,36,40,78,78,80,26,62,31,23,71,18,16,2,68,8,84,387
user_87500,35,25,4,34,92,80,12,95,15,63,36,95,17,80,17,93,85,43,80,37,48,64,57,55,37,388
user_81634,41,17,49,81,95,74,53,36,4,17,2,52,67,18,94,37,4,21,80,29,37,66,54,7,31,388
user_47830,98,20,35,30,72,94,15,87,79,73,61,46,91,37,18,48,50,98,23,71,23,65,70,98,13,388
user_61927,26,52,60,4,90,22,35,77,40,49,86,50,75,10,51,61,37,55,71,63,34,24,6,13,11,388
user_58005,99,14,9,64,75,54,34,8,48,78,81,67,65,83,1,21,97,61,2,51,78,10,82,59,6,389
user_40065,84,100,64,95,74,40,11,81,57,89,22,50,82,39,58,40,64,93,86,23,61,41,13,79,47,389
user_41310,68,81,41,39,91,33,75,8,100,46,3,24,46,46,72,8,79,57,79,14,78,31,71,42,65,389
user_90256,8,10,10,55,32,7,4,44,88,80,41,18,79,76,65,73,20,96,50,11,58,79,24,4,39,389
user_77783,95,30,10,7,19,1,85,96,6,25,7,5,64,93,45,50,52,74,3,93,100,24,15,100,2,390
user_59754,50,26,67,48,17,60,52,26,85,39,23,97,67,75,88,71,5,61,59,86,31,38,98,32,81,390
user_29977,42,99,88,90,79,64,70,36,68,81,97,27,61,15,55,34,21,20,97,36,1,8,40,70,55,390
user_79155,47,45,31,45,42,52,12,3,45,36,16,84,28,39,51,57,59,47,71,2,98,70,22,52,32,390
user_85192,3,61,86,45,51,20,65,47,32,42,67,54,88,85,5,38,46,17,33,45,88,25,51,47,89,391
user_1788,25,14,67,74,87,61,50,85,45,41,84,18,48,34,44,75,34,88,65,39,19,65,28,11,63,391
user_57723,38,13,53,33,86,93,53,100,84,39,21,26,18,82,86,22,76,3,81,99,51,48,7,42,51,391
user_48088,22,77,74,38,69,75,31,33,51,81,40,99,22,27,94,62,9,50,77,77,7,38,38,47,32,391
user_71243,76,26,32,18,32,10,16,25,72,34,47,20,39,78,65,91,19,44,99,20,23,82,2,45,4,392
user_95797,69,70,93,34,99,55,85,99,60,46,49,15,90,37,69,48,89,53,96,97,70,63,40,3,42,392
user_39077,44,34,81,22,83,39,50,34,77,85,60,53,58,46,44,89,30,46,50,80,85,12,43,48,22,392
user_25640,90,45,15,90,4,90,87,61,44,46,70,74,11,85,10,60,5,29,67,31,61,20,38,67,10,392
user_53415,30,21,37,64,28,74,33,99,8,38,41,83,98,24,20,29,77,87,14,18,87,91,11,20,46,393
user_4766,71,2,82,21,66,42,70,57,93,92,18,85,79,78,19,37,32,97,32,89,4,15,45,75,67,393
user_25474,81,71,40,29,79,36,88,28,96,80,28,92,38,10,72,45,37,15,57,63,94,28,5,93,31,393
user_87235,82,38,23,31,71,3,53,27,90,80,45,48,93,76,6,82,58,15,7,16,100,39,81,96,39,393
user_66153,80,93,15,51,25,77,17,16,72,14,50,64,48,39,38,17,56,55,91,56,62,24,16,36,80,394
user_77519,67,8,73,95,32,23,43,67,65,64,96,78,25,6,5,3,59,12,55,48,63,71,26,5,77,394
user_8509,11,43,60,63,53,35,20,75,53,84,59,40,56,49,67,61,14,31,53,35,4,60,38,12,43,394
user_98134,18,22,100,13,46,94,65,58,74,35,53,88,54,78,26,15,20,43,10,88,76,13,82,86,4,394
user_34802,74,29,17,37,5,99,48,65,38,23,91,91,78,47,67,33,86,96,100,82,84,64,19,92,4,395
user_63232,94,15,61,27,44,79,74,7,51,23,76,88,26,49,38,96,33,35,96,4,19,1,11,15,51,395
user_87843,67,9,16,12,75,82,1,78,26,100,4,71,57,30,95,36,89,7,83,8,33,62,83,29,8,395
user_55030,78,56,94,37,3,59,36,23,19,32,54,89,5,16,10,24,47,74,3,86,17,12,6,66,78,395
user_23451,92,52,97,64,8,46,22,96,91,30,15,48,44,61,29,83,68,30,61,21,51,57,58,3,100,396
user_49200,51,47,9,28,79,84,2,64,23,11,61,8,83,1,95,61,78,76,45,9,26,86,92,72,14,396
user_94151,46,36,90,58,65,60,74,36,33,18,18,39,42,38,43,7,77,60,58,15,33,39,27,10,18,396
user_5834,65,3,87,24,84,42,63,31,29,33,37,46,71,57,29,67,60,23,7,91,83,32,70,73,82,396
user_66364,26,23,75,41,17,46,48,13,85,84,9,4,89,50,30,41,59,81,48,38,86,43,76,64,51,397
user_60750,77,85,64,33,2,63,41,65,18,65,84,90,52,85,26,9,32,57,43,59,5,56,57,43,87,397
