groupId,group_size,vector_llama,vector_mistral,vector_gemma,vector_phi,vector_ADD,vector_MPL,vector_LMS,vector_APP,vector_random
5123,4,"[6557, 79785, 55103, 46658, 44580, 16111, 23106, 5931, 4752, 32805]","[25125, 90364, 58398, 75776, 35983, 47612, 80552, 36967, 36878, 51664]","[9390, 21333, 55990, 25125, 90364, 90364, 90364, 90364, 90364, 90364]","[44580, 23106, 21333, 25125, 55990, 55103, 79785, 58379, 82962, 84452]","[62344, 79785, 5931, 21333, 41330, 84452, 28867, 46658, 51576, 25125]","[21333, 25125, 55103, 23106, 59952, 6557, 16111, 62344, 81206, 13201]","[79785, 62344, 51576, 21333, 84452, 41330, 5931, 81206, 24690, 28867]","[62344, 79785, 18154, 41330, 42378, 58379, 46658, 39238, 75516, 82177]","[80552, 37966, 58379, 6557, 85470, 42375, 4403, 5931, 2649, 82962]"
5124,4,"[42375, 16798, 94019, 79785, 2649, 73848, 90598, 55103, 5931, 61135]","[5931, 84452, 75776, 35983, 47612, 80552, 2173, 39238, 75516, 36967]","[84452, 41330, 59952, 13193, 55990, 90364, 4752, 58398, 11624, 25125]","[42375, 75516, 94019, 90598, 79785, 16111, 55103, 58379, 73848, 51664]","[42375, 94019, 75776, 5931, 16111, 13193, 2649, 47530, 44580, 55103]","[73848, 42375, 17602, 75516, 90598, 84452, 26663, 79785, 2649, 61135]","[75776, 94019, 44580, 16111, 5931, 78408, 47530, 13193, 35508, 66219]","[94019, 75776, 58398, 2649, 47530, 37966, 42375, 16111, 44580, 16798]","[27769, 94019, 58379, 85470, 75776, 20066, 36967, 29964, 42378, 2649]"
5125,4,"[26663, 94019, 66219, 50786, 24690, 75516, 42375, 63336, 55990, 58398]","[58398, 47612, 37966, 25125, 55990, 90364, 4403, 59952, 13193, 28867]","[41888, 55990, 9390, 47612, 58398, 15051, 61135, 41330, 55990, 9115]","[58398, 94019, 41888, 2649, 26663, 66219, 58379, 42375, 24690, 79785]","[94019, 63336, 42375, 24690, 55990, 58398, 37966, 61135, 41888, 9115]","[94019, 58398, 41888, 58379, 46658, 61135, 50786, 42375, 2649, 13201]","[37966, 63336, 58398, 42375, 90364, 9115, 13193, 31852, 55990, 50786]","[4403, 2649, 63336, 24690, 16359, 42375, 94019, 41330, 61135, 37966]","[82962, 75776, 16798, 23106, 13193, 26663, 58398, 25125, 47239, 35508]"
5126,4,"[67012, 16798, 79785, 29964, 42375, 73848, 24690, 90598, 16111, 39238]","[39238, 58398, 4752, 13193, 25125, 55990, 90364, 4403, 59952, 11624]","[39238, 55990, 25125, 90364, 36967, 55990, 39238, 25125, 90364, 36967]","[39238, 67012, 16798, 75516, 36967, 29964, 71463, 58379, 82962, 42375]","[67012, 39238, 25125, 29964, 71463, 16111, 26663, 4403, 82962, 90364]","[51576, 58398, 39238, 9390, 16798, 67012, 31852, 42375, 36967, 2649]","[25125, 4403, 71463, 67012, 16111, 80552, 82962, 5931, 44838, 90364]","[4403, 82962, 16111, 39238, 25125, 67012, 80552, 63336, 26663, 29964]","[21333, 18154, 2649, 75776, 42378, 41888, 6557, 51576, 66219, 16798]"
5127,4,"[90598, 2649, 6557, 79785, 42375, 16111, 20066, 63336, 78408, 80552]","[28867, 36878, 51664, 90364, 25125, 13193, 59952, 11624, 21333, 9390]","[80552, 28867, 36878, 13193, 25125, 82177, 51664, 36967, 11624, 55990]","[90598, 27769, 2649, 24690, 62344, 23106, 58379, 55080, 13193, 36878]","[80552, 90598, 62344, 2649, 27769, 6557, 4403, 21333, 13193, 51341]","[90598, 62344, 51576, 18154, 44580, 23106, 36878, 4403, 58379, 80552]","[80552, 90598, 21333, 62344, 18154, 6557, 2649, 11624, 78408, 46658]","[80552, 46658, 63336, 62344, 27769, 90598, 2649, 51341, 24690, 42378]","[21333, 85470, 11624, 51576, 36967, 50786, 75776, 4752, 58398, 18154]"
5128,4,"[13201, 79785, 82962, 58379, 81206, 66219, 75516, 82177, 51664, 36967]","[32805, 58398, 75516, 39238, 47530, 61135, 75776, 35983, 47612, 80552]","[75516, 39238, 58398, 13193, 90364, 36878, 55990, 41888, 11624, 9115]","[79785, 82962, 16359, 58398, 75516, 39238, 13201, 2649, 24690, 81306]","[16359, 75516, 13201, 82962, 39238, 58398, 63336, 79785, 82177, 2649]","[37966, 66219, 13193, 73848, 82962, 24690, 2649, 41888, 13201, 16359]","[16359, 75516, 13201, 63336, 82177, 39238, 82962, 61135, 90598, 31852]","[16359, 75516, 13201, 63336, 11624, 47530, 61135, 90598, 82962, 78408]","[41330, 85470, 23106, 42378, 58379, 32805, 9115, 35508, 13193, 82962]"
5129,4,"[90598, 35508, 73848, 41330, 5931, 58379, 44838, 16111, 17602, 82177]","[35983, 41330, 2173, 62344, 58398, 32805, 47530, 15051, 42378, 75776]","[35983, 41888, 58398, 80552, 41330, 59952, 35983, 41888, 58398, 80552]","[58398, 17602, 41330, 90598, 2649, 13201, 55103, 55080, 47239, 16111]","[41330, 73848, 90598, 21333, 58398, 47239, 13201, 55080, 35508, 15051]","[4403, 29964, 5931, 67012, 13201, 15051, 59952, 58398, 26663, 41330]","[41330, 21333, 73848, 85470, 4752, 31852, 9115, 55080, 82177, 6453]","[41330, 17602, 35983, 51576, 35508, 90598, 5931, 4752, 58398, 73848]","[36967, 20066, 90364, 78408, 46658, 39238, 71463, 51576, 90598, 75516]"
5130,4,"[55080, 9390, 80552, 78408, 55103, 29964, 41330, 35983, 94019, 77657]","[15051, 80552, 75776, 39238, 47612, 2173, 36967, 82177, 28867, 9115]","[9390, 21333, 11624, 55990, 47612, 80552, 2173, 36967, 37966, 41888]","[6557, 55080, 23106, 75516, 84452, 29964, 90598, 9140, 47612, 81304]","[9390, 23106, 55080, 4403, 15051, 11624, 55990, 75516, 84452, 75776]","[15051, 55103, 6557, 21333, 71463, 11624, 41888, 55080, 35983, 58398]","[9390, 23106, 11624, 75516, 81206, 2649, 55080, 84452, 82962, 4403]","[9390, 4403, 15051, 75776, 47612, 80552, 84452, 75516, 23106, 50786]","[13201, 85470, 42375, 61135, 9115, 90364, 21333, 25125, 6453, 17602]"
5131,4,"[47239, 6557, 94019, 24690, 51341, 66219, 55103, 23106, 42378, 75776]","[36967, 75776, 2173, 80552, 47530, 58398, 32805, 61135, 35983, 82177]","[36967, 75776, 37966, 42378, 36878, 36967, 75776, 37966, 42378, 36878]","[75516, 37966, 36967, 23106, 51341, 24690, 58379, 29964, 94019, 75776]","[94019, 24690, 18154, 58379, 36967, 51341, 42378, 37966, 75776, 55080]","[37966, 47239, 6557, 13193, 36967, 35508, 75776, 55080, 32805, 42378]","[94019, 18154, 58379, 51341, 36967, 24690, 36878, 27769, 26663, 75776]","[18154, 94019, 58379, 85470, 11624, 9390, 37966, 36967, 80552, 42378]","[27769, 6453, 5931, 39238, 82962, 42375, 9390, 17602, 58379, 36878]"
5132,4,"[79785, 55080, 50786, 82962, 58379, 44838, 24690, 55103, 51576, 78408]","[28867, 37966, 51664, 82177, 36967, 58398, 47530, 32805, 75776, 11624]","[9390, 36967, 21333, 55990, 90364, 36878, 82177, 32805, 47530, 58398]","[82962, 50786, 55080, 2649, 58379, 67012, 21678, 90598, 51576, 28867]","[51576, 82177, 50786, 47530, 67012, 78408, 82962, 21333, 13201, 32805]","[36967, 44838, 50786, 90598, 67012, 58379, 21333, 61135, 27769, 71463]","[51576, 82177, 78408, 67012, 13193, 32805, 47612, 46658, 47530, 80552]","[51576, 82177, 21333, 47612, 50786, 78408, 90598, 82962, 47530, 55990]","[13201, 59952, 24690, 6453, 66219, 79785, 44580, 16359, 13193, 16798]"
5133,4,"[31852, 66219, 42375, 29964, 44838, 94019, 20066, 51341, 75516, 82177]","[2173, 90364, 59952, 80552, 36967, 47612, 13193, 37966, 28867, 9390]","[47612, 59952, 39238, 41330, 9390, 15051, 90364, 2173, 4752, 36878]","[2649, 29964, 55103, 15051, 13193, 21333, 2173, 39238, 58398, 75516]","[47612, 90364, 2173, 31852, 82177, 59952, 20066, 6453, 23106, 13193]","[2649, 55103, 15051, 59952, 13193, 47612, 39238, 41330, 61135, 26663]","[47612, 90364, 82177, 55080, 2173, 44838, 16111, 36967, 4403, 51576]","[82177, 59952, 20066, 47612, 31852, 42375, 90364, 6453, 84452, 41330]","[42378, 24690, 47612, 51664, 16798, 85470, 28867, 32805, 36878, 75776]"
5134,4,"[6557, 2649, 16798, 26663, 31852, 79785, 13201, 44838, 42375, 66219]","[5931, 62344, 4752, 58398, 32805, 47530, 15051, 42378, 61135, 75776]","[47612, 59952, 47530, 36878, 9390, 13193, 58398, 41888, 36967, 25125]","[85470, 62344, 17602, 42375, 58398, 26663, 94452, 75516, 25125, 59952]","[17602, 62344, 46658, 4403, 25125, 9390, 44838, 42375, 16111, 59952]","[59952, 85470, 46658, 9390, 73848, 42375, 2649, 37966, 44838, 17602]","[62344, 17602, 4403, 13193, 42375, 16111, 25125, 28867, 46658, 32805]","[17602, 62344, 4403, 36878, 9390, 4752, 55990, 16798, 5931, 84452]","[28867, 58379, 47239, 35508, 2173, 51576, 15051, 41330, 20066, 79785]"
5135,4,"[31852, 94019, 85470, 42375, 73848, 46658, 55103, 78408, 23106, 35983]","[36967, 4752, 13193, 80552, 75776, 37966, 59952, 90364, 2173, 55990]","[35983, 4752, 13193, 36967, 82177, 37966, 41888, 15051, 90364, 47612]","[18154, 47239, 26663, 31852, 85470, 94019, 73848, 23106, 17602, 2173]","[85470, 94019, 47239, 31852, 23106, 18154, 90364, 51576, 80552, 46658]","[4752, 31852, 27769, 23106, 82177, 2173, 36967, 6557, 4403, 18154]","[85470, 94019, 44580, 80552, 47239, 90364, 18154, 46658, 36967, 17602]","[94019, 85470, 18154, 31852, 23106, 51576, 5931, 46658, 61135, 29964]","[5931, 50786, 11624, 42378, 78408, 46658, 31852, 90598, 51341, 58398]"
5136,4,"[31852, 55080, 47239, 81206, 78408, 9390, 25125, 58379, 75516, 35983]","[9390, 2173, 58398, 47612, 82177, 37966, 41888, 9115, 59952, 13193]","[9390, 55990, 90364, 90364, 90364, 90364, 90364, 90364, 90364, 90364]","[18154, 47239, 55080, 85470, 63336, 78408, 51664, 28867, 9390, 55990]","[55080, 9390, 2173, 63336, 24690, 31852, 28867, 81206, 25125, 84452]","[47239, 63336, 85470, 58379, 55080, 78408, 20066, 51664, 31852, 62344]","[9390, 28867, 55080, 24690, 2173, 35508, 41330, 73848, 25125, 58379]","[9390, 44580, 31852, 24690, 63336, 28867, 82177, 55080, 71463, 82962]","[75776, 31852, 51341, 28867, 16111, 17602, 94019, 41888, 66219, 39238]"
5137,4,"[13201, 31852, 73848, 42375, 78408, 84452, 35983, 75516, 37966, 13193]","[37966, 15051, 42378, 35983, 75776, 36967, 36878, 82177, 51664, 28867]","[35983, 42378, 37966, 84452, 13193, 36878, 42378, 82177, 37966, 84452]","[47239, 13201, 31852, 73848, 17602, 84452, 5931, 23106, 35508, 35983]","[17602, 94019, 78408, 35983, 13201, 73848, 82962, 23106, 26663, 37966]","[47239, 50786, 84452, 42375, 73848, 31852, 13201, 26663, 94019, 13193]","[78408, 2649, 17602, 18154, 4752, 82962, 6453, 15051, 66219, 94019]","[17602, 82962, 23106, 78408, 82177, 16111, 90598, 37966, 73848, 94019]","[27769, 84452, 85470, 6557, 81206, 16111, 47239, 13193, 55080, 26663]"
5138,4,"[6453, 47239, 79785, 16798, 26663, 31852, 82962, 94019, 73848, 23106]","[58398, 42378, 61135, 75776, 35983, 47612, 80552, 2173, 39238, 75516]","[42378, 5931, 9390, 47530, 62344, 58398, 42378, 90364, 47612, 36967]","[94019, 23106, 58398, 62344, 32805, 47530, 42378, 17602, 5931, 27769]","[23106, 17602, 58398, 26663, 55080, 85470, 42378, 62344, 4752, 31852]","[94019, 46658, 47530, 9390, 58398, 16798, 6453, 23106, 66219, 39238]","[85470, 26663, 17602, 23106, 47612, 37966, 11624, 36967, 67012, 46658]","[17602, 31852, 58398, 4752, 84452, 16359, 23106, 42378, 90364, 16798]","[25125, 58379, 26663, 36878, 63336, 6557, 36967, 84452, 5931, 85470]"
5139,4,"[27769, 79785, 26663, 51341, 63336, 78408, 61135, 39238, 21333, 13193]","[39238, 61135, 4752, 58398, 32805, 42378, 62344, 75776, 35983, 80552]","[90364, 62344, 39238, 84452, 9390, 90364, 61135, 84452, 62344, 39238]","[63336, 39238, 51341, 58379, 16111, 79785, 55080, 23106, 58398, 84452]","[39238, 63336, 26663, 61135, 81206, 21333, 51341, 62344, 79785, 27769]","[51576, 35983, 47239, 51341, 44838, 55990, 62344, 2649, 4752, 15051]","[39238, 63336, 81206, 21333, 26663, 41330, 78408, 61135, 79785, 32805]","[63336, 39238, 51341, 71463, 16111, 21333, 79785, 81206, 23106, 61135]","[51576, 13193, 51664, 2173, 16111, 26663, 20066, 90364, 44838, 5931]"
5140,4,"[47239, 6557, 58379, 20066, 66219, 50786, 41330, 75776, 37966, 4403]","[37966, 41888, 21333, 11624, 59952, 13193, 25125, 55990, 90364, 4403]","[41330, 37966, 15051, 75776, 39238, 47530, 28867, 11624, 41888, 75516]","[58379, 51341, 20066, 66219, 75776, 41330, 75516, 37966, 9115, 39238]","[37966, 41330, 58379, 20066, 36967, 2649, 75776, 51341, 47530, 82177]","[24690, 75776, 21333, 50786, 28867, 37966, 81206, 41330, 20066, 58379]","[37966, 36967, 41330, 2649, 13193, 55990, 20066, 16798, 82177, 47530]","[36967, 41330, 13193, 37966, 2649, 51341, 16359, 44838, 47530, 58379]","[85470, 21333, 6557, 55080, 35983, 32805, 71463, 62344, 16798, 16111]"
5141,4,"[6557, 82962, 47239, 26663, 5931, 58398, 35983, 80552, 11624, 25125]","[15051, 2173, 4752, 62344, 80552, 9115, 9390, 11624, 25125, 59952]","[41330, 9390, 11624, 25125, 59952, 41888, 35983, 58398, 4752, 90364]","[18154, 6453, 47239, 6557, 26663, 82962, 55080, 85470, 51341, 5931]","[11624, 51341, 58398, 21333, 5931, 41330, 35983, 23106, 25125, 6557]","[11624, 6557, 25125, 41330, 21333, 85470, 6453, 55080, 82962, 58398]","[51341, 11624, 23106, 58398, 24690, 75516, 6453, 44580, 21333, 51576]","[51341, 44580, 35983, 41330, 82962, 59952, 5931, 11624, 25125, 6557]","[28867, 94019, 75776, 55080, 37966, 35508, 4403, 90364, 44838, 50786]"
5142,4,"[47239, 6453, 27769, 79785, 67012, 16798, 26663, 31852, 55080, 78408]","[80552, 37966, 15051, 47612, 28867, 36967, 51664, 90364, 13193, 55990]","[41888, 80552, 15051, 42378, 37966, 41330, 9390, 55990, 36878, 47530]","[27769, 47239, 85470, 78408, 80552, 37966, 41888, 15051, 47612, 55080]","[80552, 47239, 78408, 37966, 15051, 90364, 6453, 66219, 23106, 62344]","[11624, 78408, 63336, 80552, 85470, 6557, 47612, 23106, 41888, 31852]","[80552, 37966, 66219, 47239, 15051, 90364, 6453, 78408, 51664, 62344]","[37966, 6453, 47239, 90364, 66219, 15051, 80552, 4403, 78408, 62344]","[58379, 13193, 17602, 80552, 81206, 75516, 58398, 18154, 25125, 9390]"
5143,4,"[27769, 47239, 71463, 73848, 46658, 90598, 51664, 82177, 25125, 13193]","[51664, 39238, 75516, 36967, 82177, 51664, 28867, 37966, 41888, 9115]","[51664, 35983, 47530, 80552, 36967, 51664, 35983, 47530, 80552, 36967]","[27769, 71463, 73848, 51664, 47239, 26663, 90598, 50786, 42375, 2649]","[51664, 73848, 27769, 71463, 47530, 47239, 26663, 6557, 31852, 80552]","[47239, 2649, 90598, 50786, 80552, 71463, 51664, 18154, 4403, 35983]","[73848, 51664, 6557, 27769, 47530, 16798, 21333, 47239, 51341, 31852]","[73848, 42375, 51576, 47530, 82962, 71463, 51664, 26663, 82177, 6557]","[66219, 84452, 6557, 42375, 2649, 27769, 26663, 44838, 28867, 36967]"
5144,4,"[6453, 67012, 47239, 79785, 2649, 58379, 44838, 90598, 66219, 5931]","[5931, 62344, 4752, 58398, 32805, 47530, 15051, 42378, 61135, 75776]","[59952, 90364, 35983, 47612, 80552, 28867, 37966, 41888, 9115, 15051]","[18154, 6453, 47239, 79785, 67012, 2649, 29964, 58379, 55080, 85470]","[59952, 75516, 29964, 66219, 67012, 51341, 81206, 35508, 90598, 75776]","[25125, 85470, 9115, 35508, 13193, 90364, 44838, 47612, 15051, 47239]","[59952, 75516, 66219, 82962, 51341, 67012, 75776, 16111, 9390, 84452]","[59952, 75516, 29964, 44580, 58398, 58379, 51341, 35508, 28867, 79785]","[90598, 47612, 55103, 51664, 71463, 44838, 66219, 13201, 6557, 41888]"
5145,4,"[6453, 79785, 2649, 44838, 81206, 90598, 66219, 17602, 75516, 9115]","[2173, 9115, 80552, 62344, 37966, 58398, 36967, 15051, 28867, 4752]","[4752, 37966, 9115, 41888, 13193, 59952, 47612, 80552, 21333, 55990]","[44580, 81206, 90598, 17602, 35508, 16359, 2173, 9115, 21333, 13193]","[44580, 9115, 35508, 81206, 17602, 80552, 55080, 21333, 2173, 46658]","[2173, 9115, 81206, 44580, 17602, 61135, 31852, 37966, 6453, 78408]","[9115, 81206, 80552, 44580, 66219, 46658, 75516, 55080, 15051, 21333]","[81206, 9115, 80552, 17602, 2173, 16359, 66219, 35508, 90598, 44580]","[75776, 6453, 20066, 85470, 6557, 42378, 55990, 9115, 51576, 36967]"
5146,4,"[29964, 94019, 35983, 75516, 51664, 37966, 41888, 5931, 66219, 55080]","[35983, 75776, 36967, 2173, 47612, 39238, 75516, 36878, 82177, 51664]","[82177, 39238, 75516, 35983, 36878, 58398, 47530, 15051, 35983, 75516]","[82177, 55080, 51664, 58398, 75516, 39238, 17602, 35983, 15051, 58379]","[51664, 35983, 6557, 27769, 55080, 17602, 75516, 85470, 58398, 37966]","[82177, 41888, 37966, 55080, 18154, 39238, 4403, 58398, 47530, 4752]","[51664, 6557, 35508, 27769, 85470, 35983, 42375, 17602, 58379, 59952]","[51664, 4403, 47612, 27769, 35508, 44580, 94019, 85470, 55080, 35983]","[82177, 94019, 67012, 16111, 4403, 85470, 79785, 71463, 78408, 35983]"
5147,4,"[13201, 16111, 47530, 66219, 58398, 42375, 73848, 24690, 35508, 36967]","[36967, 47530, 2173, 82177, 51664, 37966, 41888, 9115, 25125, 55990]","[47530, 36878, 4752, 35983, 36967, 47612, 47530, 36878, 4752, 35983]","[4752, 16111, 24690, 66219, 16359, 35508, 42378, 47530, 47612, 18154]","[47530, 66219, 16359, 42378, 4752, 35508, 13193, 47612, 58379, 6453]","[4752, 18154, 47530, 16359, 47612, 66219, 27769, 16111, 35508, 24690]","[47530, 66219, 16359, 4752, 2649, 42378, 5931, 9390, 23106, 58379]","[66219, 58379, 6453, 13193, 41888, 62344, 47530, 42378, 47612, 55103]","[15051, 63336, 23106, 9115, 67012, 18154, 50786, 55080, 51341, 84452]"
5148,4,"[82962, 66219, 75516, 36967, 80552, 41888, 59952, 47530, 42378, 16111]","[36967, 2173, 58398, 4752, 37966, 75516, 35983, 41888, 59952, 13193]","[75516, 9115, 41888, 75776, 36967, 9390, 41330, 35983, 59952, 15051]","[75516, 90598, 16111, 44580, 71491, 14139, 24690, 73848, 82962, 67012]","[82962, 75516, 6557, 36967, 18154, 81206, 24690, 26663, 80552, 17602]","[75516, 79785, 16111, 90598, 24690, 18154, 44580, 25125, 75776, 63336]","[36967, 6557, 26663, 37966, 81206, 17602, 80552, 82962, 46658, 79785]","[18154, 82962, 59952, 75516, 80552, 42378, 15051, 4752, 51576, 20066]","[55080, 4403, 66219, 61135, 26663, 20066, 25125, 28867, 80552, 4752]"
5149,4,"[6453, 79785, 2649, 71463, 94019, 24690, 90598, 50786, 82177, 9115]","[28867, 90364, 51664, 82177, 36967, 47612, 35983, 75776, 37966, 11624]","[47612, 9115, 59952, 4752, 9390, 47612, 9115, 59952, 4752, 9390]","[71463, 63336, 50786, 66219, 51341, 79785, 18154, 20066, 62344, 9115]","[71463, 82177, 63336, 2649, 11624, 2173, 80552, 47612, 79785, 90364]","[55103, 51341, 63336, 59952, 9115, 62344, 6453, 15051, 16111, 80552]","[82177, 63336, 2649, 2173, 84452, 11624, 90364, 58379, 71463, 80552]","[63336, 2649, 82177, 4403, 80552, 66219, 51341, 16359, 84452, 90598]","[39238, 37966, 42378, 73848, 61135, 25125, 51664, 41330, 55103, 15051]"
5150,4,"[79785, 94019, 51341, 90598, 66219, 55103, 50786, 51576, 5931, 61135]","[35983, 28867, 47530, 15051, 36967, 82177, 51664, 37966, 9115, 25125]","[35983, 47612, 80552, 39238, 41888, 59952, 28867, 36967, 82177, 4403]","[79785, 82962, 94019, 16111, 20066, 5931, 61135, 35983, 75516, 36967]","[94019, 79785, 50786, 36967, 35983, 61135, 51341, 18154, 62344, 25125]","[35983, 46658, 94019, 47239, 39238, 20066, 15051, 5931, 55990, 6453]","[50786, 62344, 36967, 94019, 79785, 61135, 51341, 26663, 47530, 4752]","[50786, 18154, 82177, 44580, 5931, 62344, 94019, 61135, 51341, 36967]","[11624, 62344, 61135, 44580, 63336, 58398, 16798, 17602, 58379, 51341]"
5151,4,"[79785, 16111, 42375, 35983, 75516, 36967, 82177, 51664, 28867, 5931]","[35983, 47612, 80552, 2173, 39238, 75516, 36967, 36878, 82177, 51664]","[35983, 47530, 28867, 36967, 47530, 35983, 28867, 36967, 47530, 35983]","[18154, 27769, 58379, 46658, 81206, 84452, 47530, 35983, 28867, 55990]","[47530, 18154, 46658, 84452, 81206, 35983, 16798, 36967, 58379, 55990]","[55990, 84452, 18154, 2649, 81206, 4403, 36967, 24690, 13201, 35983]","[47530, 16798, 18154, 78408, 84452, 46658, 41888, 36967, 58379, 35983]","[18154, 16798, 47530, 78408, 20066, 84452, 81206, 62344, 4752, 46658]","[75516, 20066, 42375, 4403, 13193, 27769, 50786, 59952, 37966, 62344]"
5152,4,"[32805, 35983, 66219, 58379, 75776, 42375, 4752, 26663, 16111, 51341]","[5931, 62344, 4752, 58398, 32805, 47530, 15051, 42378, 61135, 75776]","[35983, 47612, 32805, 58398, 9390, 47530, 36967, 75776, 59952, 21333]","[32805, 82962, 62344, 58398, 35983, 47612, 75516, 9115, 21333, 59952]","[75776, 47612, 62344, 58379, 21333, 58398, 35983, 17602, 59952, 75516]","[44580, 82962, 2649, 35983, 32805, 41888, 21333, 15051, 46658, 55080]","[75776, 47612, 11624, 58379, 35983, 75516, 17602, 51341, 59952, 20066]","[75776, 17602, 58379, 90364, 13193, 11624, 21333, 28867, 36967, 75516]","[24690, 6453, 80552, 79785, 41330, 58398, 55103, 75516, 13193, 46658]"
5153,4,"[67012, 55080, 42375, 55103, 32805, 2173, 36878, 5931, 62344, 75516]","[2173, 58398, 47530, 61135, 75776, 35983, 47612, 80552, 39238, 75516]","[32805, 47612, 58398, 36878, 55990, 47530, 15051, 9390, 36967, 55990]","[55080, 85470, 67012, 32805, 23106, 81785, 27769, 47239, 13201, 58398]","[32805, 55080, 67012, 36878, 13201, 63336, 85470, 2173, 18154, 62344]","[4403, 58398, 15051, 67012, 17602, 47530, 82177, 2173, 23106, 55080]","[32805, 55080, 67012, 63336, 62344, 9390, 51341, 18154, 13201, 80552]","[32805, 4403, 71463, 51341, 20066, 81206, 2173, 36878, 85470, 55080]","[32805, 82962, 11624, 42378, 47239, 75776, 75516, 6453, 21333, 62344]"
5154,4,"[6557, 79785, 67012, 44838, 24690, 66219, 63336, 78408, 42375, 61135]","[2173, 62344, 58398, 32805, 47530, 15051, 42378, 61135, 75776, 35983]","[42378, 62344, 15051, 25125, 32805, 47530, 42378, 61135, 90364, 11624]","[6557, 6453, 18154, 67012, 85470, 20066, 42375, 44838, 58398, 62344]","[6557, 44838, 85470, 62344, 20066, 46658, 67012, 25125, 15051, 2173]","[90598, 2173, 42378, 2649, 16111, 84452, 44838, 25125, 6453, 6557]","[94019, 6557, 85470, 20066, 15051, 71463, 82177, 44838, 9390, 80552]","[94019, 66219, 31852, 44838, 85470, 15051, 32805, 2173, 62344, 46658]","[15051, 24690, 75776, 32805, 35508, 47530, 9390, 6453, 55103, 41888]"
5155,4,"[79785, 50786, 23106, 41330, 32805, 36967, 37966, 9390, 5931, 66219]","[28867, 39238, 41330, 58398, 62344, 75516, 80552, 82177, 9115, 9390]","[41330, 37966, 41888, 9390, 28867, 41330, 9390, 28867, 41888, 37966]","[27769, 6453, 79785, 55080, 73848, 23106, 66219, 41330, 62344, 28867]","[41330, 27769, 28867, 23106, 32805, 44580, 13201, 9390, 79785, 55080]","[9390, 13201, 55080, 37966, 29964, 79785, 9115, 16359, 44580, 6453]","[28867, 32805, 41330, 13201, 27769, 44580, 18154, 78408, 2649, 23106]","[32805, 41330, 13201, 28867, 16111, 78408, 36967, 44580, 84452, 90598]","[90364, 47530, 20066, 13201, 16798, 37966, 55080, 16111, 82962, 17602]"
5156,4,"[26663, 85470, 44838, 75516, 36967, 36878, 51664, 28867, 13193, 55990]","[35983, 62344, 75776, 13193, 55990, 37966, 4752, 36878, 5931, 25125]","[36878, 55990, 39238, 42378, 35983, 13193, 55990, 36878, 42378, 35983]","[85470, 51576, 35508, 58398, 75516, 36878, 37966, 13193, 4403, 44580]","[85470, 51576, 44580, 44838, 36878, 35508, 13193, 35983, 27769, 62344]","[85470, 39238, 44580, 50786, 36878, 55990, 26663, 73848, 24690, 94019]","[85470, 44838, 51576, 79785, 41330, 35983, 73848, 13193, 37966, 27769]","[44838, 85470, 44580, 26663, 62344, 35508, 51576, 36878, 42375, 42378]","[5931, 84452, 23106, 28867, 50786, 47612, 27769, 59952, 17602, 46658]"
5157,4,"[58379, 20066, 75516, 42375, 16111, 32805, 47530, 59952, 73848, 5931]","[35983, 4752, 13193, 59952, 90364, 25125, 55990, 9390, 11624, 2173]","[35983, 47530, 59952, 4752, 58398, 35983, 13193, 55990, 9390, 47612]","[58379, 27769, 63336, 18154, 66219, 71463, 67012, 58398, 47530, 75516]","[58379, 4752, 17602, 63336, 47530, 51664, 9115, 58398, 13193, 13201]","[55990, 5931, 13193, 6557, 59952, 11624, 29964, 42378, 47530, 20066]","[58379, 63336, 51664, 51341, 6453, 17602, 67012, 9115, 2649, 4752]","[58379, 17602, 9115, 35508, 4752, 58398, 47530, 51664, 63336, 13201]","[41888, 75516, 46658, 24690, 16111, 51341, 37966, 23106, 32805, 13201]"
5158,4,"[35983, 67012, 47239, 58479, 75516, 37966, 13193, 5931, 2173, 61135]","[35983, 13193, 2173, 47612, 37966, 51664, 36967, 90364, 82177, 5931]","[35983, 9390, 39238, 59952, 13193, 90364, 2173, 37966, 41888, 51664]","[18154, 47239, 6453, 6557, 71463, 58379, 85470, 35508, 35983, 9115]","[47239, 35983, 5931, 44838, 9115, 13193, 75776, 27769, 79785, 51664]","[16359, 63336, 5931, 67012, 41330, 47239, 32805, 13193, 51664, 23106]","[35983, 47239, 44838, 5931, 79785, 4752, 75776, 13193, 82177, 21333]","[5931, 47239, 35983, 79785, 44838, 75776, 44580, 9115, 27769, 35508]","[85470, 78408, 47239, 37966, 51576, 67012, 44580, 51341, 80552, 47612]"
5159,4,"[67012, 58379, 26663, 94019, 82962, 75516, 39238, 36878, 51664, 9390]","[2173, 90364, 58398, 37966, 11624, 36967, 59952, 4752, 9390, 13193]","[47612, 36878, 59952, 41888, 51664, 9390, 2173, 47530, 36967, 11624]","[67012, 58379, 85470, 94019, 39238, 2173, 66219, 55103, 90598, 23106]","[94019, 2173, 85470, 26663, 39238, 17602, 9390, 67012, 2649, 11624]","[2649, 90598, 79785, 55103, 44838, 85470, 58379, 13193, 82962, 28867]","[94019, 2173, 9390, 26663, 82177, 82962, 17602, 44580, 41888, 73848]","[17602, 26663, 2173, 39238, 75516, 94019, 85470, 55080, 9390, 11624]","[44838, 9115, 80552, 20066, 90598, 46658, 51341, 82177, 75516, 16359]"
