groupId,group_size,vector_llama,vector_mistral,vector_gemma,vector_phi,vector_ADD,vector_MPL,vector_LMS,vector_APP,vector_random
4113,4,"[25058, 89381, 42620, 46512, 85860, 64794, 99402, 49506, 83047, 89128]","[86912, 47631, 57669, 91571, 85315, 18358, 83047, 63796, 91163, 64794]","[11579, 65030, 25043, 94563, 81854, 91163, 58878, 31406, 85315, 46512]","[25058, 18358, 91163, 92785, 86912, 65030, 94563, 49406, 57669, 58878]","[25058, 25043, 94563, 85315, 86912, 65030, 34723, 21506, 58878, 63796]","[91163, 25043, 86912, 21506, 25058, 11579, 85315, 49406, 94563, 31406]","[25043, 81854, 25058, 63796, 64950, 34723, 59553, 47631, 94563, 46512]","[25043, 34723, 58878, 94563, 65030, 13441, 25058, 85315, 89128, 83047]","[83047, 72164, 47631, 89381, 42620, 91571, 25043, 64950, 89128, 15353]"
4114,4,"[24927, 42620, 99402, 85860, 89381, 46512, 29785, 49406, 83047, 64794]","[24927, 86912, 58878, 32029, 42620, 92785, 47631, 87991, 49406, 25058]","[81854, 5602, 6106, 99402, 58878, 89381, 46435, 29785, 80477, 11579]","[91571, 81854, 86912, 24927, 58878, 5602, 49406, 42620, 18358, 6106]","[24927, 58878, 81854, 91571, 95975, 5602, 65030, 49406, 92785, 6106]","[29785, 91571, 99402, 81854, 95975, 65030, 6106, 21506, 42620, 5602]","[24927, 58878, 49406, 25043, 92785, 13441, 91571, 95975, 5602, 46512]","[24927, 65030, 58878, 81854, 13441, 46512, 95975, 89128, 18358, 46435]","[85315, 57669, 32029, 49898, 54615, 92785, 22311, 25043, 17128, 10880]"
4115,4,"[95975, 42620, 25058, 89381, 31406, 34723, 49898, 80477, 5602, 24927]","[95975, 34723, 25058, 10880, 64950, 29785, 46512, 25043, 89128, 5602]","[34723, 42619, 99402, 25043, 5602, 29785, 81854, 94563, 10880, 95975]","[95975, 81854, 25043, 34723, 99402, 42620, 57669, 18358, 86912, 24927]","[25043, 34723, 95975, 5602, 29785, 31406, 91163, 25058, 64950, 18358]","[95975, 86912, 81854, 31406, 98107, 34723, 5602, 42619, 99402, 10880]","[25043, 64950, 5602, 91163, 29785, 34723, 25058, 86912, 17128, 95975]","[64950, 25043, 21506, 42620, 29785, 34723, 31406, 95975, 5602, 18358]","[58878, 29785, 83047, 46435, 6106, 32029, 85315, 13441, 95975, 38612]"
4116,4,"[17128, 49406, 22311, 87991, 42620, 86912, 89128, 58878, 5602, 99402]","[21506, 98107, 86912, 47631, 87991, 22311, 57669, 54615, 72164, 91571]","[89128, 58878, 5602, 11579, 85860, 89381, 42619, 91571, 22311, 87991]","[98107, 86912, 22311, 89128, 58878, 5602, 87991, 49406, 91571, 29785]","[22311, 86912, 98107, 87991, 5602, 89128, 58878, 91163, 21506, 85860]","[89381, 5602, 47631, 11579, 80477, 81854, 87991, 86912, 57669, 22311]","[22311, 5602, 98107, 91163, 21506, 89128, 95975, 87991, 31406, 25043]","[5602, 98107, 22311, 95975, 57669, 58878, 85860, 86912, 99402, 89128]","[54615, 10880, 57669, 42619, 59553, 80477, 17128, 38612, 25043, 64950]"
4117,4,"[49406, 42620, 10880, 24927, 15353, 47631, 86912, 32029, 98107, 91571]","[49406, 57669, 31406, 85315, 91571, 64794, 42619, 6106, 59553, 11579]","[49406, 91571, 59553, 11579, 81854, 6106, 46435, 85315, 25043, 89128]","[91571, 47631, 49406, 57669, 59553, 86912, 42619, 83047, 99402, 34723]","[47631, 59553, 6106, 42619, 91571, 49406, 81854, 10880, 86912, 31406]","[11579, 49406, 57669, 91571, 59553, 34723, 47631, 21506, 65030, 32029]","[6106, 47631, 59553, 42619, 10880, 49406, 81854, 31406, 91571, 38612]","[6106, 59553, 42619, 47631, 64794, 34723, 46435, 89128, 31406, 64950]","[80477, 11579, 42619, 38612, 6106, 15353, 49406, 46435, 64794, 34723]"
4118,4,"[17128, 86912, 42620, 25058, 57669, 64794, 89381, 89128, 46512, 85860]","[86912, 47631, 58878, 94563, 80477, 65030, 5602, 11579, 85860, 59553]","[42619, 58878, 11579, 94563, 65030, 42619, 58878, 11579, 94563, 65030]","[86912, 57669, 58878, 65030, 99402, 87991, 22311, 42619, 47631, 89128]","[58878, 86912, 11579, 99402, 65030, 87991, 57669, 42619, 29785, 18358]","[42619, 22311, 86912, 95975, 94563, 80477, 99402, 47631, 64794, 58878]","[58878, 99402, 86912, 11579, 18358, 29785, 46435, 42620, 87991, 65030]","[58878, 99402, 11579, 42619, 89128, 65030, 86912, 64950, 57669, 87991]","[21506, 49898, 24927, 42620, 99402, 63796, 59553, 31406, 94563, 10880]"
4119,4,"[32029, 87991, 42620, 25058, 57669, 49406, 22311, 85315, 83047, 46512]","[32029, 87991, 47631, 57669, 85315, 63796, 42619, 31406, 46435, 6106]","[85860, 5602, 87991, 6106, 46512, 38612, 94563, 81854, 85315, 18358]","[87991, 38612, 91571, 57669, 47631, 92785, 99402, 94563, 81854, 85315]","[11579, 87991, 94563, 38612, 81854, 46435, 6106, 32029, 46512, 42619]","[57669, 86912, 63796, 5602, 6106, 32029, 38612, 13441, 87991, 81854]","[11579, 87991, 46435, 94563, 46512, 81854, 31406, 42619, 6106, 47631]","[11579, 42619, 85315, 18358, 87991, 95975, 32029, 94563, 46435, 38612]","[85315, 49898, 49406, 91163, 24927, 80477, 64794, 32029, 18358, 89128]"
4120,4,"[21506, 95975, 32029, 42620, 72164, 18358, 31406, 46512, 85860, 81854]","[95975, 18358, 46512, 31406, 89128, 46435, 38612, 6106, 25043, 64950]","[11579, 31406, 18358, 25043, 64950, 81854, 46512, 34723, 29785, 64794]","[95975, 18358, 31406, 46512, 49479, 11084, 9400, 13441, 89128, 72164]","[95975, 31406, 46512, 89128, 18358, 32029, 11579, 24927, 72164, 21506]","[64950, 25058, 89128, 10880, 31406, 98107, 95975, 81854, 24927, 85860]","[95975, 46512, 31406, 89128, 11579, 21506, 24927, 18358, 32029, 57669]","[95975, 31406, 46512, 11579, 18358, 89128, 6106, 47631, 25043, 32029]","[89381, 18358, 11579, 64950, 85860, 42620, 46435, 24927, 95975, 83047]"
4121,4,"[10880, 89381, 46512, 34723, 99402, 87991, 49406, 42620, 57669, 64794]","[89381, 46512, 34723, 29785, 99402, 49898, 13441, 81854, 65030, 94563]","[89128, 46512, 34723, 91163, 89381, 59553, 5602, 46435, 89128, 99402]","[89381, 87991, 49406, 46512, 99402, 81854, 94563, 24927, 10880, 86912]","[89381, 46512, 99402, 10880, 17128, 89128, 21506, 34723, 94563, 57669]","[34723, 94563, 89381, 54615, 87991, 29785, 46512, 86912, 81854, 89128]","[89381, 46512, 17128, 57669, 31406, 99402, 85315, 21506, 42620, 10880]","[89381, 46512, 21506, 89128, 10880, 99402, 46435, 95975, 91163, 6106]","[15353, 54615, 83047, 87991, 81854, 85315, 31406, 13441, 58878, 17128]"
4122,4,"[98107, 10880, 24927, 86912, 32029, 42620, 57669, 54615, 91163, 64794]","[91571, 83047, 64794, 25058, 57669, 54615, 72164, 91163, 64950, 80477]","[91163, 54615, 81854, 11579, 46512, 85860, 58878, 59553, 80477, 46435]","[98107, 10880, 57669, 54615, 91163, 64794, 46435, 81854, 80477, 13441]","[11579, 46435, 10880, 80477, 54615, 64794, 57669, 83047, 13441, 91163]","[63796, 91163, 57669, 11579, 64794, 85860, 54615, 42620, 80477, 5602]","[11579, 10880, 46435, 13441, 32029, 64794, 25058, 64950, 34723, 83047]","[11579, 10880, 80477, 54615, 57669, 89128, 46435, 91163, 81854, 13441]","[99402, 34723, 91163, 5602, 72164, 85860, 81854, 11579, 95975, 89381]"
4123,4,"[17128, 42620, 49406, 25058, 57669, 54615, 85315, 46512, 34723, 99402]","[25043, 89128, 6106, 46512, 34723, 29785, 64950, 99402, 49898, 13441]","[25058, 34723, 49406, 58878, 59553, 22311, 99402, 54615, 85860, 46512]","[22311, 25058, 92785, 47631, 85315, 99402, 58878, 59553, 91571, 42620]","[85315, 47631, 34723, 94563, 22311, 59553, 58878, 92785, 38612, 25058]","[59553, 34723, 94563, 17128, 22311, 25058, 72164, 58878, 54615, 85315]","[85315, 59553, 47631, 94563, 92785, 38612, 58878, 25058, 91571, 80477]","[85315, 47631, 83047, 22311, 38612, 64794, 34723, 81854, 13441, 99402]","[63796, 58878, 64794, 17128, 38612, 57669, 64950, 24927, 59553, 92785]"
4124,4,"[98107, 86912, 32029, 87991, 49406, 54615, 91571, 83047, 64794, 89381]","[32029, 86912, 47631, 91571, 83047, 89381, 38612, 81854, 85860, 59553]","[32029, 83047, 59553, 81854, 65030, 89381, 46512, 58878, 18358, 85860]","[83047, 95975, 86912, 91571, 47631, 87991, 99402, 81854, 65030, 54615]","[32029, 89381, 81854, 54615, 91571, 83047, 98107, 64794, 47631, 94563]","[99402, 81854, 63796, 47631, 32029, 49406, 95975, 86912, 89381, 85860]","[32029, 81854, 91571, 98107, 64794, 94563, 54615, 89381, 47631, 17128]","[32029, 64794, 94563, 89381, 83047, 54615, 81854, 87991, 47631, 80477]","[42619, 49898, 86912, 85315, 85860, 47631, 92785, 6106, 87991, 46435]"
4125,4,"[15353, 32029, 87991, 24927, 29785, 49406, 83047, 46512, 64794, 80477]","[15353, 29785, 46435, 80477, 81854, 65030, 58878, 5602, 11579, 91571]","[32029, 46435, 11579, 29785, 80477, 58878, 5602, 18358, 85315, 6106]","[15353, 91571, 38612, 80477, 86912, 18358, 46435, 99402, 57669, 83047]","[29785, 11579, 15353, 46435, 80477, 31406, 85315, 17128, 58878, 38612]","[38612, 32029, 63796, 87991, 80477, 15353, 47631, 85860, 46435, 22311]","[29785, 11579, 42620, 58878, 92785, 49406, 31406, 64950, 98107, 15353]","[11579, 29785, 17128, 15353, 59553, 86912, 46435, 38612, 83047, 63796]","[59553, 24927, 6106, 25043, 17128, 38612, 49898, 22311, 95975, 94563]"
4126,4,"[42620, 91571, 89381, 83047, 46435, 64950, 99402, 85860, 58878, 5602]","[91571, 89381, 64950, 25058, 42620, 95975, 15353, 85315, 89128, 6106]","[91571, 85860, 31406, 89128, 64950, 42619, 99402, 46435, 89381, 54615]","[91571, 95975, 42620, 89381, 86912, 49406, 31406, 18358, 47631, 64030]","[64950, 91571, 42620, 89128, 95975, 46435, 47631, 89381, 42619, 15353]","[42620, 18358, 89381, 89128, 85315, 65030, 95975, 54615, 98107, 42619]","[64950, 91571, 42620, 89128, 89381, 81854, 29785, 95975, 10880, 47631]","[64950, 91571, 46435, 89128, 42619, 95975, 42620, 54615, 65030, 31406]","[24927, 64794, 63796, 49898, 13441, 42620, 80477, 17128, 65030, 89381]"
4127,4,"[15353, 42620, 99402, 13441, 80477, 85860, 91163, 89381, 46512, 34723]","[91571, 31406, 25058, 99402, 13441, 85860, 58878, 5602, 11579, 80477]","[11579, 99402, 31406, 85860, 13441, 89128, 25043, 59553, 5602, 89381]","[99402, 31406, 91571, 42620, 13441, 25043, 46435, 89128, 87991, 57669]","[99402, 13441, 31406, 91163, 6106, 11579, 25043, 85860, 29785, 21506]","[46512, 86912, 31406, 89128, 92785, 13441, 11579, 91571, 6106, 91163]","[99402, 6106, 85860, 21506, 25043, 29785, 15353, 42619, 64950, 13441]","[99402, 11579, 91163, 31406, 6106, 85315, 13441, 64950, 29785, 91571]","[91571, 89381, 13441, 17128, 92785, 86912, 99402, 83047, 80477, 57669]"
4128,4,"[42620, 25058, 49406, 86912, 32029, 24927, 15353, 17128, 98107, 46512]","[25058, 91163, 42620, 31406, 46435, 38612, 46512, 25043, 34723, 99402]","[25058, 49406, 31406, 89381, 13441, 5602, 65030, 85860, 99402, 64950]","[32029, 86912, 31406, 91163, 42620, 24927, 49406, 25058, 46512, 13441]","[86912, 21506, 31406, 25058, 34723, 49406, 91163, 46435, 83047, 42620]","[32029, 49406, 21506, 85860, 25058, 42620, 31406, 29785, 89381, 13441]","[86912, 91163, 13441, 46512, 42620, 21506, 46435, 87991, 47631, 83047]","[21506, 86912, 34723, 25058, 31406, 24927, 83047, 25043, 17128, 46512]","[38612, 49898, 32029, 13441, 17128, 83047, 21506, 31406, 87991, 86912]"
4129,4,"[47631, 49406, 42620, 32029, 98107, 15353, 24927, 10880, 86912, 87991]","[95975, 47631, 87991, 49406, 25058, 57669, 54615, 72164, 91571, 83047]","[29785, 81854, 38612, 11579, 85315, 80477, 25043, 5602, 49898, 64950]","[38612, 29785, 47631, 49406, 18358, 63796, 34723, 91571, 87991, 89381]","[29785, 49406, 38612, 34723, 47631, 95975, 25043, 87991, 89381, 63796]","[18358, 25043, 85315, 81854, 11579, 47631, 29785, 80477, 38612, 91163]","[34723, 47631, 49406, 87991, 95975, 80477, 65030, 63796, 29785, 85315]","[49406, 34723, 38612, 25043, 95975, 29785, 64950, 91163, 63796, 18358]","[58878, 89381, 49898, 38612, 91571, 22311, 15353, 83047, 42619, 18358]"
4130,4,"[24927, 98107, 86912, 32029, 92785, 87991, 22311, 72164, 46512, 49898]","[24927, 86912, 54615, 38612, 46512, 29785, 64950, 49898, 80477, 85860]","[92785, 87991, 46512, 5602, 80477, 85860, 24927, 64950, 46435, 58878]","[24927, 49898, 80477, 81854, 57669, 72164, 86912, 87991, 91571, 46512]","[80477, 81854, 86912, 46512, 85860, 49898, 57669, 87991, 83047, 34723]","[32029, 22311, 24927, 49898, 89128, 31406, 25058, 57669, 95975, 80477]","[80477, 81854, 46512, 86912, 49898, 38612, 85860, 91571, 83047, 34723]","[81854, 80477, 46512, 83047, 57669, 85860, 87991, 92785, 86912, 49898]","[83047, 57669, 46435, 22311, 59553, 42620, 49406, 85860, 63796, 6106]"
4131,4,"[98107, 24927, 89381, 89128, 80477, 85860, 64794, 42619, 34723, 65030]","[21506, 98107, 24927, 10880, 86912, 32029, 42620, 92785, 47631, 87991]","[89128, 65030, 85860, 24927, 34723, 89381, 64794, 80477, 49898, 10880]","[98107, 10880, 24927, 89128, 64794, 89381, 65030, 85860, 86912, 80477]","[24927, 92785, 21506, 89128, 64794, 81854, 65030, 80477, 89381, 63796]","[10880, 98107, 65030, 89128, 59553, 49898, 21506, 89381, 87991, 13441]","[92785, 81854, 63796, 54615, 89128, 21506, 64794, 18358, 24927, 80477]","[92785, 21506, 65030, 80477, 89381, 63796, 64794, 24927, 86912, 83047]","[22311, 15353, 99402, 25043, 63796, 87991, 49406, 86912, 29785, 95975]"
4132,4,"[87991, 83047, 57669, 42620, 49406, 24927, 98107, 46512, 34723, 49898]","[54615, 83047, 92785, 57669, 46435, 49898, 85860, 59553, 11579, 81854]","[83047, 54615, 11579, 46435, 57669, 87991, 85860, 94563, 49898, 59553]","[49406, 87991, 57669, 83047, 46512, 49898, 65030, 99402, 94563, 85860]","[83047, 87991, 57669, 49898, 24927, 81854, 34723, 72164, 65030, 98107]","[87991, 49898, 49406, 83047, 54615, 46435, 57669, 34723, 86912, 65030]","[57669, 83047, 24927, 87991, 49898, 81854, 25043, 46512, 72164, 17128]","[57669, 83047, 11579, 98107, 24927, 65030, 81854, 49898, 34723, 87991]","[86912, 42620, 25043, 46435, 10880, 91163, 99402, 18358, 72164, 32029]"
4133,4,"[25058, 57669, 42620, 89381, 34723, 99402, 85860, 58878, 46512, 91163]","[25058, 47631, 91571, 85315, 18358, 83047, 91163, 64794, 89381, 42619]","[91163, 25058, 85860, 57669, 91571, 46435, 85315, 31406, 42619, 5602]","[25058, 57669, 91571, 42620, 89381, 34723, 31406, 18358, 85315, 49406]","[25058, 42620, 57669, 25043, 98107, 91163, 34723, 85315, 31406, 58878]","[57669, 91163, 25058, 85315, 46435, 42620, 54615, 94563, 18358, 87991]","[25058, 42620, 57669, 99402, 25043, 98107, 86912, 64794, 85315, 17128]","[42620, 25058, 57669, 34723, 31406, 85315, 47631, 58878, 25043, 98107]","[49898, 57669, 95975, 98107, 21506, 81854, 63796, 6106, 18358, 42619]"
4134,4,"[17128, 92785, 25043, 85860, 64950, 31406, 46512, 80477, 89381, 42620]","[21506, 95975, 17128, 15353, 98107, 24927, 10880, 86912, 32029, 42620]","[25043, 85860, 64950, 11579, 31406, 92785, 46512, 91163, 5602, 65030]","[87991, 98107, 91571, 57669, 10880, 99402, 11579, 46512, 25058, 13441]","[92785, 17128, 65030, 21506, 31406, 86912, 24927, 15353, 42620, 42619]","[87991, 25043, 85860, 65030, 13441, 21506, 64950, 15353, 17128, 42620]","[92785, 17128, 65030, 64794, 86912, 63796, 49898, 34723, 13441, 42619]","[92785, 21506, 17128, 65030, 31406, 72164, 5602, 13441, 34723, 89128]","[34723, 64794, 94563, 29785, 89381, 10880, 54615, 24927, 49898, 42620]"
4135,4,"[17128, 86912, 42620, 49406, 83047, 64794, 89381, 46512, 85860, 81854]","[85860, 42619, 72164, 38612, 64950, 80477, 81854, 65030, 94563, 58878]","[85860, 64950, 11579, 80477, 81854, 34723, 63796, 91163, 18358, 89128]","[83047, 95975, 86912, 85860, 80477, 63796, 64950, 34723, 89128, 81854]","[85860, 64950, 81854, 86912, 83047, 80477, 34723, 57669, 64794, 5602]","[42620, 83047, 21506, 85860, 49406, 34723, 46512, 91163, 64950, 18358]","[81854, 64950, 87991, 54615, 85860, 57669, 83047, 65030, 86912, 6106]","[81854, 64794, 57669, 83047, 80477, 86912, 64950, 85860, 5602, 65030]","[5602, 49406, 25043, 58878, 85315, 15353, 17128, 83047, 94563, 63796]"
4136,4,"[25058, 89128, 42619, 59400, 15353, 57669, 46512, 34723, 85860, 5602]","[21506, 98107, 32029, 47631, 87991, 18358, 63796, 89128, 46512, 65030]","[89128, 58878, 5602, 65030, 25058, 34723, 42619, 91571, 72164, 64950]","[25058, 18358, 89128, 64950, 79477, 57669, 91571, 86912, 42619, 99402]","[18358, 5602, 89128, 58878, 65030, 63796, 32029, 72164, 21506, 42619]","[89128, 6106, 34723, 25058, 65030, 58878, 31406, 98107, 91571, 18358]","[18358, 63796, 5602, 21506, 32029, 47631, 65030, 25043, 91571, 95975]","[18358, 63796, 99402, 65030, 64950, 42619, 89128, 72164, 58878, 59553]","[81854, 87991, 42619, 72164, 13441, 38612, 91163, 46512, 89128, 29785]"
4137,4,"[42620, 25058, 57669, 87991, 22311, 49406, 72164, 91571, 64794, 89381]","[25058, 91571, 64794, 99402, 85860, 58878, 59553, 5602, 11579, 80477]","[25058, 57669, 87991, 11579, 99402, 85860, 13441, 80477, 81854, 64950]","[57669, 25058, 99402, 91571, 72164, 18358, 87991, 42620, 38612, 85860]","[99402, 25058, 85860, 57669, 72164, 5602, 91571, 81854, 64794, 80477]","[57669, 13441, 22311, 25058, 64950, 5602, 42620, 38612, 46512, 99402]","[85860, 25058, 99402, 58878, 91571, 72164, 92785, 57669, 95975, 25043]","[99402, 25058, 85860, 29785, 18358, 83047, 63796, 89381, 25043, 64794]","[91571, 17128, 86912, 38612, 99402, 64794, 21506, 13441, 22311, 92785]"
4138,4,"[15353, 24927, 86912, 42620, 92785, 49406, 25058, 85315, 64794, 46512]","[85315, 64794, 25058, 58878, 91571, 46512, 5602, 99402, 31406, 80477]","[49406, 58878, 11579, 64950, 99402, 25043, 6106, 46512, 5602, 85860]","[92785, 86912, 99402, 64950, 58878, 15353, 87991, 46512, 25043, 5602]","[58878, 85315, 64950, 11579, 13441, 86912, 99402, 15353, 46512, 25043]","[99402, 49406, 92785, 86912, 6106, 47631, 80477, 25043, 5602, 46512]","[85315, 11579, 58878, 64950, 99402, 81854, 46512, 24927, 86912, 25058]","[11579, 58878, 85315, 64950, 54615, 15353, 24927, 86912, 25043, 13441]","[86912, 11579, 25043, 15353, 57669, 89128, 24927, 98107, 59553, 22311]"
4139,4,"[17128, 49406, 42620, 72164, 64794, 89381, 46512, 80477, 65030, 99402]","[17128, 92785, 49406, 72164, 54615, 63796, 42619, 6106, 64950, 80477]","[72164, 49406, 85860, 6106, 54615, 80477, 92785, 32029, 42619, 59553]","[72164, 92785, 49406, 91571, 47631, 54615, 63796, 99402, 80477, 65030]","[72164, 92785, 54615, 65030, 6106, 80477, 17128, 42620, 49406, 91571]","[72164, 49406, 17128, 92785, 89128, 85860, 6106, 42620, 80477, 32029]","[72164, 65030, 54615, 91571, 64794, 18358, 13441, 92785, 38612, 24927]","[72164, 54615, 17128, 31406, 65030, 6106, 92785, 80477, 64794, 42619]","[31406, 91163, 47631, 25058, 63796, 89381, 29785, 65030, 85860, 91571]"
4140,4,"[63796, 89381, 59553, 72164, 15353, 42619, 85860, 49898, 83047, 64794]","[18358, 63796, 42619, 38612, 59553, 5602, 11579, 91571, 85315, 89381]","[63796, 59553, 58878, 72164, 85315, 89381, 65030, 49898, 10880, 85860]","[95975, 63796, 72164, 18358, 91571, 87991, 57669, 99402, 58878, 5602]","[63796, 59553, 95975, 72164, 49898, 65030, 38612, 18358, 58878, 85315]","[49898, 95975, 63796, 58878, 34723, 85860, 72164, 89381, 17128, 59553]","[63796, 59553, 18358, 91571, 29785, 85315, 38612, 65030, 15353, 95975]","[59553, 63796, 21506, 58878, 65030, 49898, 38612, 95975, 18358, 72164]","[83047, 63796, 91571, 17128, 34723, 13441, 86912, 6106, 25058, 25043]"
4141,4,"[15353, 42620, 47631, 83047, 46512, 85860, 59553, 25043, 49898, 94563]","[17128, 95975, 46435, 57669, 80477, 65030, 59553, 85860, 11579, 22311]","[47631, 83047, 94563, 59553, 11579, 80477, 5602, 42619, 99402, 65030]","[47631, 92785, 42619, 49406, 18358, 83047, 94563, 85860, 91571, 57669]","[59553, 42619, 94563, 85860, 18358, 11579, 31406, 92785, 47631, 65030]","[92785, 65030, 11579, 91571, 47631, 80477, 57669, 49898, 89381, 49406]","[59553, 31406, 94563, 85860, 42619, 22311, 99402, 18358, 15353, 46435]","[59553, 11579, 87991, 42619, 31406, 92785, 85860, 65030, 80477, 13441]","[91571, 57669, 5602, 54615, 25043, 65030, 29785, 63796, 92785, 25058]"
4142,4,"[17128, 10880, 22311, 42620, 54615, 72164, 91571, 49406, 46512, 49898]","[17128, 95975, 32029, 46435, 59553, 10880, 25058, 42620, 91571, 5602]","[22311, 10880, 95975, 15353, 46435, 59553, 31406, 89128, 5602, 46512]","[10880, 17128, 22311, 31406, 46435, 89128, 49406, 42620, 91571, 99402]","[46435, 10880, 42620, 22311, 24927, 31406, 54615, 11579, 87991, 91571]","[10880, 29785, 46435, 42620, 64950, 59553, 89128, 38612, 31406, 24927]","[46435, 42620, 91571, 24927, 54615, 98107, 25058, 87991, 72164, 11579]","[46435, 42620, 87991, 54615, 22311, 10880, 91571, 31406, 63796, 13441]","[5602, 24927, 63796, 25058, 83047, 91571, 34723, 94563, 47631, 65030]"
4143,4,"[49406, 22311, 42620, 15353, 98107, 24927, 32029, 92785, 64794, 49898]","[59553, 25043, 80477, 13441, 6106, 49898, 92785, 85315, 64794, 46512]","[59553, 6106, 25043, 91571, 42619, 85860, 57669, 29785, 80477, 49406]","[22311, 49406, 92785, 42619, 25043, 80477, 59553, 91571, 18358, 83047]","[59553, 25043, 80477, 42619, 29785, 49898, 21506, 95975, 85315, 6106]","[64794, 22311, 49898, 59553, 25043, 49406, 42619, 91163, 6106, 5602]","[59553, 80477, 42619, 49898, 99402, 29785, 6106, 17128, 11579, 83047]","[59553, 80477, 21506, 42620, 25043, 42619, 91163, 29785, 85315, 49898]","[49406, 13441, 25058, 11579, 64794, 24927, 91571, 64950, 89381, 94563]"
4144,4,"[98107, 49898, 29785, 25043, 42620, 57669, 83047, 91163, 99402, 46512]","[98107, 42620, 57669, 34723, 29785, 49898, 13441, 80477, 58878, 5602]","[25043, 31406, 99402, 11579, 83047, 94563, 58878, 5602, 49898, 29785]","[98107, 25058, 31406, 49898, 99402, 24927, 57669, 42620, 83047, 29785]","[49898, 42620, 25043, 98107, 99402, 63796, 57669, 34723, 32029, 42619]","[49898, 29785, 98107, 54615, 46435, 31406, 99402, 15353, 25058, 58878]","[42619, 49898, 94563, 21506, 99402, 42620, 32029, 57669, 29785, 85860]","[63796, 87991, 98107, 57669, 42619, 49898, 31406, 42620, 25043, 91163]","[99402, 80477, 59553, 34723, 86912, 87991, 89381, 21506, 85315, 25058]"
4145,4,"[24927, 32029, 86912, 92185, 99402, 46512, 25058, 54615, 64794, 6106]","[24927, 32029, 58878, 6106, 99402, 80477, 85860, 5602, 11579, 72164]","[24927, 32029, 80477, 58878, 6106, 11579, 5602, 99402, 49898, 89128]","[24927, 32029, 91571, 38612, 99402, 57669, 86912, 64950, 58878, 5602]","[24927, 32029, 91571, 99402, 64950, 58878, 80477, 92785, 11579, 38612]","[32029, 47631, 24927, 72164, 6106, 94563, 80477, 11579, 98107, 17128]","[32029, 99402, 64950, 21506, 91571, 11579, 89128, 81854, 22311, 49898]","[32029, 24927, 25058, 92785, 64950, 91571, 80477, 58878, 49898, 99402]","[49406, 94563, 29785, 92785, 64794, 49898, 42620, 15353, 91571, 65030]"
4146,4,"[49406, 25058, 49898, 58878, 59553, 46512, 34723, 83047, 64794, 65030]","[58878, 49898, 25058, 13441, 65030, 59553, 5602, 11579, 85860, 94563]","[25058, 58878, 49898, 65030, 59553, 31406, 24927, 95975, 49406, 89128]","[25058, 49406, 58878, 59553, 83047, 86912, 92785, 99402, 98107, 57669]","[59553, 95975, 49406, 49898, 58878, 25058, 31406, 65030, 63796, 46512]","[49406, 18358, 58878, 83047, 59553, 25058, 49898, 47631, 31406, 65030]","[95975, 59553, 46512, 63796, 49406, 11579, 49898, 31406, 34723, 47631]","[46512, 95975, 59553, 49898, 31406, 25058, 49406, 63796, 65030, 58878]","[47631, 91571, 64794, 80477, 42619, 81854, 57669, 95975, 86912, 64950]"
4147,4,"[17128, 32029, 86912, 98107, 24927, 10880, 42620, 47631, 89381, 46512]","[17128, 95975, 32029, 47631, 87991, 57669, 91571, 63796, 89381, 46435]","[32029, 91571, 46435, 49898, 85860, 58878, 64950, 10880, 89128, 54615]","[32029, 72164, 91571, 89381, 89128, 46435, 49898, 80477, 86912, 17128]","[32029, 89381, 6106, 91571, 17128, 72164, 49898, 63796, 64950, 87991]","[72164, 32029, 25043, 54615, 87991, 49898, 89381, 89128, 98107, 91571]","[89381, 91571, 17128, 87991, 6106, 58878, 46512, 57669, 29785, 15353]","[31406, 6106, 63796, 49898, 92785, 72164, 64950, 80477, 57669, 89381]","[81854, 29785, 83047, 34723, 99402, 63796, 59553, 17128, 95975, 15353]"
4148,4,"[32029, 22311, 72164, 46512, 85860, 59553, 99402, 49898, 80477, 65030]","[25043, 6106, 94563, 87991, 72164, 57669, 91571, 85315, 46435, 64950]","[65030, 59553, 72164, 46512, 25043, 34723, 94563, 81854, 46435, 6106]","[32029, 72164, 91571, 94563, 65030, 22311, 49406, 42619, 46435, 59553]","[65030, 32029, 22311, 72164, 94563, 59553, 46435, 81854, 85315, 31406]","[59553, 85315, 64950, 81854, 65030, 13441, 34723, 38612, 72164, 22311]","[65030, 46435, 22311, 72164, 94563, 32029, 42619, 59553, 31406, 13441]","[65030, 22311, 46435, 81854, 32029, 85315, 42619, 72164, 94563, 6106]","[86912, 31406, 85315, 11579, 87991, 46512, 83047, 5602, 6106, 15353]"
4149,4,"[32029, 42620, 98107, 10880, 25043, 34723, 49898, 85860, 5602, 22311]","[32029, 47631, 91571, 85315, 63796, 42619, 34723, 49898, 65030, 58878]","[34723, 91571, 49898, 63796, 22311, 85315, 11579, 54615, 49406, 89128]","[32029, 42620, 91571, 63796, 22311, 49406, 72164, 47631, 83047, 87991]","[32029, 91571, 22311, 42620, 49898, 85315, 63796, 98107, 42619, 64794]","[34723, 42620, 83047, 47631, 6106, 18358, 32029, 49898, 21506, 91571]","[22311, 91571, 42620, 32029, 85315, 98107, 42619, 24927, 49406, 83047]","[22311, 42620, 63796, 49898, 25043, 32029, 91571, 89128, 83047, 95975]","[85860, 42619, 25058, 46512, 11579, 46435, 22311, 24927, 91571, 57669]"
